id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000236804.1	3.581342169	-3.200524697	1.184812509	-2.701292122	0.006907064	0.03614697
ENSG00000226806.1	3.526277198	-3.199572188	1.750881089	-1.827406902	0.067638612	0.188138987
ENSG00000214376.5	7.398671471	-3.19802248	1.094159476	-2.92281203	0.003468859	0.02136006
ENSG00000225000.1	4.892195668	-3.196978659	1.187598197	-2.691969949	0.007103135	0.036969047
ENSG00000158445.7	3.18388853	-3.195656429	1.484858982	-2.152161564	0.031384632	0.10961041
ENSG00000232645.4	3.160218367	-3.194533549	1.40726728	-2.270026166	0.023205995	0.088675779
ENSG00000279381.1	11.38138807	-3.193783529	0.818977577	-3.899720357	9.63E-05	0.001211823
ENSG00000230470.1	6.829080965	-3.193725477	1.133020656	-2.818770744	0.004820794	0.02739889
ENSG00000121440.13	3.7865103	-3.193307647	1.355652313	-2.355550621	0.018495277	0.075067202
ENSG00000137434.10	5.471331653	-3.18651108	1.24189554	-2.565844692	0.01029249	0.048807496
ENSG00000228156.1	3.767153661	-3.183647269	1.558365321	-2.042940269	0.041058351	0.13271123
ENSG00000251807.1	4.074897415	-3.181740943	1.30236057	-2.443056875	0.014563442	0.062990116
ENSG00000229405.1	6.366857294	-3.179896571	1.049847912	-3.028911651	0.002454364	0.01636266
ENSG00000165061.13	3.427120733	-3.169667789	1.241758397	-2.552564008	0.010693326	0.05015204
ENSG00000270571.2	3.670873117	-3.165738466	1.238636751	-2.555824751	0.010593646	0.049884416
ENSG00000254166.1	3.327020813	-3.162228015	1.565910599	-2.019417979	0.043443794	0.138226015
ENSG00000214548.13	3.80594577	-3.160918067	1.491949968	-2.118648839	0.034120155	0.116386549
ENSG00000226640.2	14.69377232	-3.157706533	0.690704147	-4.571720822	4.84E-06	9.51E-05
ENSG00000274503.1	3.365859448	-3.157321771	1.202537209	-2.625550169	0.008650906	0.042825494
ENSG00000206756.1	3.381489371	-3.150780272	1.302164427	-2.419648554	0.015535514	0.06611029
ENSG00000279490.1	4.318874367	-3.149133131	1.281806261	-2.456793375	0.014018329	0.061252296
ENSG00000117507.4	3.655748319	-3.141894132	1.483730948	-2.117563252	0.034212073	0.116616192
ENSG00000080573.6	6.752117576	-3.141820667	1.184617091	-2.652182456	0.007997331	0.040416272
ENSG00000257474.4	3.305566008	-3.132742984	1.262853231	-2.480686518	0.013112964	0.058117225
ENSG00000186976.13	9.411884288	-3.132337231	0.984762366	-3.180805177	0.001468664	0.010983075
ENSG00000172367.14	9.244325474	-3.131729636	1.240341258	-2.524893545	0.011573334	0.053131106
ENSG00000256746.4	5.031767305	-3.13120645	1.062230373	-2.94776588	0.003200794	0.020106311
ENSG00000066382.15	5.168525139	-3.130579718	1.29098396	-2.424956324	0.015310229	0.065353951
ENSG00000100320.21	13.39159504	-3.12917526	0.874086933	-3.57993598	0.000343678	0.003406181
ENSG00000273597.1	4.772441611	-3.126735943	1.376205113	-2.271998493	0.023086601	0.088347709
ENSG00000279656.1	3.267339361	-3.120994155	1.434144502	-2.176206198	0.029539846	0.105219268
ENSG00000251453.1	19.20734864	-3.120677388	0.85945391	-3.631000279	0.000282325	0.002922741
ENSG00000182575.7	6.492749521	-3.119680706	0.996301089	-3.131262971	0.001740562	0.012515472
ENSG00000229979.1	4.232100046	-3.116565875	1.358478938	-2.294158407	0.021781401	0.084887668
ENSG00000272701.2	3.536719713	-3.105803693	1.269937457	-2.445635158	0.014459724	0.062622703
ENSG00000236581.7	3.508780855	-3.104915363	1.241521953	-2.500894451	0.012388009	0.055801356
ENSG00000236259.1	4.956483446	-3.103844525	1.191310689	-2.605403069	0.009176623	0.04481875
ENSG00000135447.15	4.21678453	-3.100322217	1.269860778	-2.441466239	0.014627756	0.063188814
ENSG00000219712.1	9.500362683	-3.096306023	0.887862038	-3.487372916	0.000487791	0.004522508
ENSG00000183018.7	9.097105474	-3.0959857	0.850008735	-3.642298689	0.000270214	0.002824502
ENSG00000154274.13	22.48271476	-3.091085688	0.673747137	-4.58790178	4.48E-06	8.93E-05
ENSG00000177138.14	3.32131513	-3.08735087	1.368169835	-2.256555285	0.024035877	0.09072099
ENSG00000233806.6	13.68298684	-3.087348534	0.728963331	-4.235259035	2.28E-05	0.000363712
ENSG00000152939.13	3.213273846	-3.087298246	1.214532674	-2.541963926	0.011023155	0.051280599
ENSG00000274346.1	4.992865749	-3.086428202	1.364762194	-2.261513556	0.023727474	0.089972366
ENSG00000224509.1	5.177099026	-3.082033409	1.224429289	-2.517118332	0.011831908	0.054087746
ENSG00000164904.14	3.285732427	-3.081920136	1.357543969	-2.270217545	0.023194387	0.088645709
ENSG00000268658.4	7.621850267	-3.080137209	1.109301779	-2.776644974	0.005492314	0.03029462
ENSG00000138030.11	6.396358851	-3.072252367	1.217563518	-2.523278926	0.011626614	0.053334392
ENSG00000224034.1	5.522955846	-3.067070548	1.166895717	-2.628401581	0.008578718	0.042552515
ENSG00000233953.1	9.744189145	-3.066798264	0.814954358	-3.763153403	0.000167784	0.001916021
ENSG00000269843.1	4.46188941	-3.062187892	1.12567899	-2.720302962	0.006522213	0.034583337
ENSG00000267764.1	7.51192634	-3.060648823	0.880949441	-3.474261608	0.000512261	0.004705449
ENSG00000279620.1	12.15364673	-3.059950434	0.836002919	-3.660215011	0.000252004	0.002676636
ENSG00000266270.1	3.132681197	-3.053942487	1.204818529	-2.534773838	0.011251994	0.052048982
ENSG00000248923.1	5.684464904	-3.051179098	1.448266142	-2.10678066	0.035136597	0.118953987
ENSG00000229046.1	18.98207552	-3.049352247	0.780007753	-3.909387097	9.25E-05	0.001171807
ENSG00000238042.4	3.643435877	-3.045428965	1.455748592	-2.092001999	0.036438337	0.122167113
ENSG00000199525.1	3.487193245	-3.042382224	1.33982413	-2.27073252	0.023163175	0.088569257
ENSG00000280738.1	5.210961107	-3.037834649	1.040770912	-2.918831237	0.003513464	0.021595459
ENSG00000202184.1	10.42098775	-3.029285064	1.948077331	-1.555012738	0.119943036	0.279815936
ENSG00000064787.11	30.60141906	-3.024245937	0.692842048	-4.364986141	1.27E-05	0.000219511
ENSG00000226942.2	4.525488713	-3.021794065	1.198425198	-2.521470734	0.01168654	0.053557471
ENSG00000273153.1	3.665445837	-3.019526938	1.330901125	-2.268783819	0.023281475	0.088878251
ENSG00000231940.1	3.0794705	-3.016836184	1.203946843	-2.505788526	0.012217867	0.05531875
ENSG00000231073.1	6.20657662	-3.014809911	0.969579314	-3.109399993	0.001874677	0.013246789
ENSG00000267771.1	5.704605619	-3.012662716	1.265310238	-2.380967627	0.017267229	0.071353356
ENSG00000243284.1	4.05269652	-3.01152498	1.096295695	-2.747000643	0.006014302	0.032508219
ENSG00000211863.1	4.042409518	-3.011339332	1.174181066	-2.564629441	0.010328605	0.0489329
ENSG00000164082.13	3.557175694	-3.009357569	1.316984783	-2.285035945	0.02231072	0.086213569
ENSG00000273174.1	2.780202007	-3.004849911	1.473076095	-2.039847039	0.041365563	0.133385936
ENSG00000251408.1	4.719994358	-3.004048197	1.187005953	-2.530777701	0.011380995	0.052502288
ENSG00000280121.1	7.550275326	-3.001965669	0.965191747	-3.110227246	0.001869435	0.013217622
ENSG00000162337.10	4.175858079	-2.996613078	1.110566821	-2.69827355	0.006970014	0.03643619
ENSG00000125740.12	21.86545032	-2.996192683	0.752553961	-3.981365908	6.85E-05	0.000914647
ENSG00000251179.1	4.921265867	-2.994635598	1.206406196	-2.482278033	0.013054537	0.057977503
ENSG00000261669.1	7.425704729	-2.993705967	0.945512536	-3.166225568	0.00154431	0.011369862
ENSG00000277491.1	4.624181996	-2.991585819	1.139136286	-2.626187803	0.008634716	0.042780191
ENSG00000139880.18	3.559630442	-2.985581568	1.403280291	-2.12757322	0.033372485	0.114528299
ENSG00000132881.10	5.163251904	-2.981681426	1.263189574	-2.360438598	0.01825334	0.07422503
ENSG00000264016.2	4.049788926	-2.979048608	1.398873799	-2.129604979	0.03320424	0.114066499
ENSG00000230138.1	3.994755693	-2.976806048	1.404928142	-2.118831533	0.034104707	0.116367341
ENSG00000267193.4	8.407778009	-2.971873902	0.945949561	-3.141683263	0.001679796	0.012152254
ENSG00000279638.1	3.305119512	-2.967110975	1.183440042	-2.507191635	0.012169471	0.055131217
ENSG00000267131.1	3.546799714	-2.965078012	1.337113294	-2.2175219	0.026587448	0.097858816
ENSG00000224414.1	5.824986775	-2.954693877	1.217245762	-2.427360168	0.015209149	0.065058882
ENSG00000151812.13	3.97333352	-2.95061991	1.348616489	-2.187886574	0.028677865	0.103191341
ENSG00000266171.1	2.920109094	-2.948468252	1.306169146	-2.257340301	0.023986819	0.090618462
ENSG00000214070.3	3.413681591	-2.947031499	1.349101431	-2.184440273	0.028929912	0.103852425
ENSG00000217447.1	3.252680392	-2.946879136	1.224220398	-2.407147553	0.016077673	0.06777265
ENSG00000154529.13	6.008596165	-2.942548047	1.163330724	-2.529416602	0.011425232	0.052631466
ENSG00000198756.9	20.07115189	-2.942138365	0.753164029	-3.906371324	9.37E-05	0.001183361
ENSG00000124713.5	6.679236896	-2.941779013	1.134924891	-2.592047313	0.009540665	0.046168717
ENSG00000271318.1	3.159613959	-2.941671718	1.266755263	-2.322209984	0.020221632	0.080273647
ENSG00000132470.12	8.793570608	-2.941326127	1.092090287	-2.693299412	0.00707487	0.036862406
ENSG00000259415.1	7.317353056	-2.93836893	1.222651813	-2.403275323	0.016248949	0.068324552
ENSG00000188712.4	4.317951066	-2.936230385	1.076841509	-2.726706168	0.006396998	0.034056506
ENSG00000225640.1	3.254945195	-2.935465236	1.260318457	-2.329145637	0.019851352	0.079164587
ENSG00000279996.1	2.892187303	-2.934236298	1.371176324	-2.139940901	0.032359543	0.112087204
ENSG00000264878.1	3.8460918	-2.933772774	1.124445849	-2.6090832	0.009078517	0.044441414
ENSG00000237356.4	2.891438827	-2.930314567	1.306907036	-2.242175216	0.02495005	0.093513429
ENSG00000138615.5	4.724054755	-2.928117351	1.209648318	-2.420635243	0.015493415	0.065966664
ENSG00000275927.1	10.02629332	-2.92779979	0.737469586	-3.970061745	7.19E-05	0.000952709
ENSG00000260619.1	2.979090395	-2.927490211	1.497403556	-1.955044248	0.050577848	0.154060007
ENSG00000258754.6	12.52119759	-2.926824875	0.895455702	-3.268531173	0.001081073	0.008591683
ENSG00000208772.1	4.12049553	-2.926668728	1.103360773	-2.652503876	0.007989721	0.040395035
ENSG00000279977.1	30.86076703	-2.925961607	0.71169835	-4.11123843	3.94E-05	0.000578408
ENSG00000130881.12	5.189708036	-2.92486903	1.163239825	-2.514416174	0.011922964	0.054305036
ENSG00000147488.10	3.222175401	-2.918831611	1.568928206	-1.860398456	0.062829173	0.178748798
ENSG00000183432.6	6.191377983	-2.918378679	1.294908067	-2.253734263	0.02421289	0.091287372
ENSG00000253006.1	8.573660729	-2.916907369	0.941627772	-3.097728696	0.001950099	0.01365357
ENSG00000256189.1	2.853964089	-2.912265098	1.445383739	-2.014873296	0.043917927	0.139267294
ENSG00000236680.1	3.197247992	-2.907451735	1.589534361	-1.829121664	0.067381384	0.187697804
ENSG00000260417.1	12.33205454	-2.907269223	0.769430102	-3.778470864	0.000157794	0.001821907
ENSG00000180730.4	5.702234481	-2.902230045	1.3681322	-2.121308193	0.033895875	0.11585489
ENSG00000262823.1	3.173971921	-2.895091464	1.257794796	-2.301720021	0.021350966	0.08359494
ENSG00000249635.1	3.213389339	-2.895090307	1.369013017	-2.114728108	0.034453127	0.117177936
ENSG00000089169.13	21.0783535	-2.887663707	0.835096552	-3.457880052	0.000544444	0.004939064
ENSG00000268066.4	3.610992338	-2.885535079	1.493229689	-1.932412073	0.053308665	0.159851824
ENSG00000272732.1	3.25105771	-2.883035692	1.540821307	-1.871103209	0.061330777	0.175862718
ENSG00000262652.1	3.050325608	-2.881024641	1.231718597	-2.339028287	0.01933397	0.077632618
ENSG00000251497.2	3.052062598	-2.88038234	1.352379845	-2.129861925	0.033183014	0.114043161
ENSG00000228369.2	3.382727748	-2.878587982	1.360416034	-2.115961521	0.03434808	0.116945274
ENSG00000250635.1	3.170218248	-2.87536411	1.781208427	-1.614277176	0.106467319	0.258106219
ENSG00000162755.12	2.920583319	-2.873681918	1.768474992	-1.62494914	0.104173396	0.254339723
ENSG00000091129.18	56.71693227	-2.872760181	0.407768584	-7.045074819	1.85E-12	1.36E-10
ENSG00000236811.1	4.872927434	-2.872082859	1.160256296	-2.475386576	0.013309203	0.058756289
ENSG00000165548.9	16.5535089	-2.869123688	0.950228694	-3.019403334	0.002532731	0.016799381
ENSG00000260671.2	4.728658187	-2.866505481	1.4841099	-1.931464429	0.053425644	0.160121586
ENSG00000249667.1	26.73339797	-2.866146417	0.489327697	-5.857314911	4.70E-09	2.05E-07
ENSG00000266954.1	16.05367904	-2.865792824	0.727107897	-3.94135841	8.10E-05	0.001049604
ENSG00000115592.10	4.28226905	-2.865655146	1.287609756	-2.225561846	0.026043544	0.096440847
ENSG00000131435.11	3.147587722	-2.86091722	1.36516752	-2.095652861	0.036112996	0.121368132
ENSG00000164972.11	5.627634521	-2.859898178	1.296132116	-2.206486624	0.027349946	0.099859104
ENSG00000241499.1	3.002982547	-2.859546988	1.215813724	-2.351961433	0.018674711	0.075627157
ENSG00000264630.4	12.18282864	-2.859178254	0.789964	-3.619377913	0.000295312	0.003028099
ENSG00000257105.1	12.74882592	-2.856902586	0.694715824	-4.11233268	3.92E-05	0.000577103
ENSG00000113645.12	6.212100518	-2.856578011	0.959289741	-2.977805232	0.002903204	0.018702788
ENSG00000278451.1	3.087591172	-2.854487182	1.624922927	-1.756690815	0.078970524	0.209356946
ENSG00000230958.1	3.116972708	-2.850216735	1.407731179	-2.02468822	0.042899389	0.137051301
ENSG00000272205.1	2.842227009	-2.849275123	1.679939998	-1.696057672	0.089874959	0.228678321
ENSG00000278023.3	9.455371441	-2.847756744	0.851652858	-3.343799901	0.000826393	0.006916912
ENSG00000228939.1	2.535263615	-2.847732028	1.459600055	-1.951035846	0.051052782	0.155206123
ENSG00000246228.5	6.582484579	-2.844939299	0.935583865	-3.040816974	0.002359372	0.015881213
ENSG00000232994.1	4.282340433	-2.843573656	1.20457357	-2.360647557	0.018243059	0.074208683
ENSG00000236398.2	2.859131383	-2.839814047	1.702768477	-1.667762872	0.095362809	0.238869509
ENSG00000260908.1	11.67080367	-2.838038843	0.70410507	-4.030703603	5.56E-05	0.000767375
ENSG00000249417.1	6.971776063	-2.837668857	1.064653788	-2.665344255	0.007690955	0.039307701
ENSG00000182912.6	6.383484312	-2.835002598	0.995680066	-2.847302758	0.004409141	0.025584181
ENSG00000228816.1	6.814393474	-2.834044032	0.93863875	-3.019312841	0.002533488	0.016799381
ENSG00000273118.1	4.353552068	-2.82987549	1.171302174	-2.416008058	0.015691714	0.066576582
ENSG00000126838.8	864.3023238	-2.826860169	0.425193013	-6.648416319	2.96E-11	1.86E-09
ENSG00000138115.12	3.813852052	-2.826821474	1.295127925	-2.182658114	0.029060997	0.104181015
ENSG00000258831.1	12.6517183	-2.82652687	0.964691236	-2.929980872	0.003389829	0.02098242
ENSG00000234816.2	3.521476861	-2.826045662	1.471521583	-1.920492159	0.054795763	0.163073286
ENSG00000260828.1	9.868813044	-2.825367256	0.765127851	-3.692673393	0.000221909	0.002409892
ENSG00000178919.8	3.943906389	-2.822710981	1.444045014	-1.954725063	0.05061553	0.15413518
ENSG00000167614.12	4.756806305	-2.821657	1.06925881	-2.638890577	0.008317782	0.0416576
ENSG00000174225.13	19.27889956	-2.816569546	0.674053511	-4.178554819	2.93E-05	0.00045279
ENSG00000226153.1	7.674337691	-2.813732294	0.913595083	-3.079846144	0.002071076	0.014342876
ENSG00000272077.1	4.974675255	-2.813280598	1.098235826	-2.561636156	0.01041804	0.04925817
ENSG00000159164.8	12.23003348	-2.8116465	0.817125748	-3.440898182	0.000579787	0.005180928
ENSG00000104833.9	3.766911561	-2.801476313	1.19589823	-2.342570833	0.019151398	0.077096655
ENSG00000172955.16	12.81558158	-2.798867528	0.673831304	-4.153662072	3.27E-05	0.000495012
ENSG00000145002.11	2.65261475	-2.792625493	1.540454616	-1.812858012	0.069853724	0.192203137
ENSG00000226632.1	9.803666235	-2.792550587	0.959919708	-2.909150175	0.003624127	0.022098041
ENSG00000237149.5	3.576686308	-2.791646532	1.47600074	-1.891358491	0.058576506	0.170348252
ENSG00000118514.12	9.47445618	-2.789997174	0.795474363	-3.507337637	0.000452614	0.004245161
ENSG00000211707.3	5.229374215	-2.785478477	1.262090702	-2.207035099	0.027311607	0.09974985
ENSG00000276241.1	2.86222155	-2.784992224	1.232403335	-2.259805817	0.023833305	0.09021494
ENSG00000221333.1	6.785778465	-2.782666264	0.960094481	-2.898325446	0.003751611	0.022688632
ENSG00000235141.1	5.261133613	-2.781060318	1.13204753	-2.456663917	0.014023381	0.061252296
ENSG00000278909.1	2.613268867	-2.780767358	1.941200549	-1.432498749	0.152001136	0.326284945
ENSG00000152527.12	6.188884522	-2.779059544	1.093302353	-2.541894779	0.011025336	0.051280682
ENSG00000259652.1	7.167446763	-2.776854213	0.906352306	-3.063769128	0.002185675	0.014979994
ENSG00000166147.12	9.856873077	-2.776685508	0.804509861	-3.451400218	0.000557686	0.00503276
ENSG00000173068.16	50.53201888	-2.775235915	0.482163075	-5.755803502	8.62E-09	3.56E-07
ENSG00000259545.2	4.082969595	-2.774080311	1.172786673	-2.365375028	0.018011821	0.073520359
ENSG00000214559.3	9.172392375	-2.771069697	0.875004554	-3.166920314	0.001540625	0.011353633
ENSG00000251767.1	7.544568575	-2.768507131	0.982615029	-2.817489096	0.004840076	0.027457209
ENSG00000213279.2	4.547353295	-2.768229006	1.288134144	-2.149022305	0.031632632	0.110135821
ENSG00000250651.1	5.726108454	-2.766780291	1.013803835	-2.729108133	0.006350588	0.033885523
ENSG00000271454.1	19.9325077	-2.764799671	0.668250109	-4.137372572	3.51E-05	0.000524789
ENSG00000133067.16	17.11041245	-2.764516244	0.740994251	-3.730820098	0.000190857	0.002142357
ENSG00000253284.2	16.81878914	-2.763904606	0.696574826	-3.96785026	7.25E-05	0.000959506
ENSG00000276545.1	3.930733375	-2.759721367	1.204948021	-2.290323997	0.022002542	0.085429531
ENSG00000276362.1	11.18942806	-2.757010906	0.733002327	-3.761258054	0.000169061	0.001927815
ENSG00000239247.3	3.689051484	-2.756622695	1.183540919	-2.32913172	0.019852089	0.079164587
ENSG00000255354.1	6.421249037	-2.756220976	0.939755243	-2.932913646	0.003357973	0.020830999
ENSG00000100191.5	5.861069901	-2.755537557	1.484350663	-1.85639258	0.063397622	0.179909913
ENSG00000233148.2	5.270087354	-2.750005902	1.033882524	-2.659882375	0.007816795	0.039749624
ENSG00000267698.1	3.571208249	-2.749388579	1.777650459	-1.546641841	0.121949634	0.282910263
ENSG00000133247.12	12.40554749	-2.748062945	0.737463583	-3.726371047	0.000194256	0.002173306
ENSG00000267337.1	3.451205944	-2.741730716	1.275059507	-2.150276675	0.031533336	0.109919248
ENSG00000231169.4	16.1148049	-2.738329384	0.568415016	-4.817482484	1.45E-06	3.44E-05
ENSG00000224852.1	10.75053076	-2.734400822	0.971428494	-2.814824601	0.004880386	0.027606614
ENSG00000246548.3	20.11777275	-2.732497565	0.629994189	-4.33733773	1.44E-05	0.000245441
ENSG00000196167.8	7.603375061	-2.732420856	1.078906154	-2.532584365	0.011322512	0.052263005
ENSG00000226469.1	15.00190111	-2.727400932	0.882357133	-3.091039706	0.00199457	0.013927912
ENSG00000213557.4	5.671352269	-2.72616014	1.096550038	-2.486124706	0.01291427	0.057526983
ENSG00000206913.1	2.836551574	-2.725286383	1.355712758	-2.010224044	0.044407482	0.140224001
ENSG00000259703.4	7.810167717	-2.725255191	0.852280549	-3.19760341	0.001385747	0.010502528
ENSG00000255320.1	4.517485107	-2.72229515	1.260416673	-2.159837463	0.030785254	0.108101639
ENSG00000255481.2	2.835989715	-2.721202434	1.515917727	-1.795085832	0.072640026	0.19744062
ENSG00000273188.1	5.819680412	-2.718630857	0.973062888	-2.793890189	0.005207816	0.02904981
ENSG00000233523.1	8.308082839	-2.715898653	0.994072321	-2.732093628	0.006293325	0.033663327
ENSG00000137474.18	7.462126459	-2.712754611	0.896560045	-3.025736677	0.002480282	0.016512229
ENSG00000279991.1	9.783370123	-2.712690976	0.775992067	-3.495771531	0.000472693	0.004394564
ENSG00000092445.10	4.439532369	-2.710056146	1.421154099	-1.906940386	0.056528308	0.166085681
