id	group_1_sample_10_SRR988501_PE	group_1_sample_11_SRR988500_PE	group_1_sample_12_SRR988499_PE	group_1_sample_1_SRR988510_PE	group_1_sample_2_SRR988509_PE	group_1_sample_3_SRR988508_PE	group_1_sample_4_SRR988507_PE	group_1_sample_5_SRR988506_PE	group_1_sample_6_SRR988505_PE	group_1_sample_7_SRR988504_PE	group_1_sample_8_SRR988503_PE	group_1_sample_9_SRR988502_PE
ENSG00000157625.14	1019.58	313.00	1099.12	959.79	853.00	310.98	726.00	759.59	718.64	193.89	1046.76	394.74
ENSG00000157637.11	274.93	41.79	238.00	133.84	238.38	67.18	199.00	118.94	121.00	34.23	208.90	37.57
ENSG00000157653.10	0.00	0.00	5.00	0.00	4.00	0.00	3.00	3.00	1.00	0.00	1.00	2.00
ENSG00000157654.16	0.00	0.00	0.00	0.00	0.00	2.65	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000157657.13	113.00	17.00	46.00	28.02	88.00	41.00	24.00	59.00	68.00	9.00	104.00	24.00
ENSG00000157680.14	0.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	20.00	0.00	1.00	0.00
ENSG00000157693.13	547.01	256.00	314.00	229.00	666.02	392.00	282.00	552.00	177.00	144.00	340.00	280.00
ENSG00000157703.14	2.00	0.00	2.00	1.00	4.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00
ENSG00000157734.12	308.33	34.72	242.60	210.20	191.55	146.24	412.57	76.06	116.43	63.85	243.51	90.90
ENSG00000157741.13	2235.09	369.05	2310.13	1827.63	1862.23	607.42	2007.84	819.48	1536.09	435.45	2621.56	716.25
ENSG00000157764.11	2652.00	467.00	3495.00	2365.00	1626.00	822.99	2743.00	1350.00	2007.00	355.00	3405.50	665.00
ENSG00000157766.14	2.00	0.00	3.01	5.00	0.98	2.00	0.00	6.02	0.00	1.00	1.00	0.00
ENSG00000157778.7	164.01	13.00	88.01	87.00	98.13	25.00	226.00	102.98	68.10	33.00	100.09	53.00
ENSG00000157782.8	3.00	0.00	13.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	4.00	0.00
ENSG00000157796.16	232.43	29.00	244.82	143.02	231.19	73.34	240.97	113.50	168.00	72.00	251.08	41.04
ENSG00000157800.16	525.08	106.04	647.75	621.92	206.16	115.17	387.33	147.95	409.67	60.00	527.33	88.00
ENSG00000157823.15	778.34	162.37	878.11	827.29	662.63	219.57	558.40	449.38	601.57	136.88	977.83	159.11
ENSG00000157827.18	204.00	52.00	148.00	135.00	175.00	82.00	178.00	145.00	87.00	26.00	205.00	120.00
ENSG00000157833.11	13.00	2.00	16.00	15.00	71.00	9.00	14.00	9.00	82.00	4.00	47.00	2.00
ENSG00000157837.14	300.34	51.00	393.74	155.12	243.63	87.00	327.44	197.03	171.03	37.00	287.64	79.04
ENSG00000157851.15	3.19	0.00	2.02	1.12	5.05	1.01	1.47	1.02	1.57	0.00	2.94	2.01
ENSG00000157856.9	11.00	0.00	3.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	2.00
ENSG00000157869.13	160.00	85.00	241.00	133.00	141.00	90.00	256.00	130.00	125.00	37.00	207.00	85.00
ENSG00000157870.13	324.73	29.00	309.89	214.55	171.00	72.50	178.39	115.01	178.99	49.00	320.00	17.45
ENSG00000157873.16	1369.59	248.92	1022.66	519.37	538.63	315.80	447.91	768.69	533.83	193.76	1011.67	382.46
ENSG00000157881.12	300.00	63.00	377.00	218.00	145.00	96.00	383.00	135.00	179.00	79.00	358.00	66.00
ENSG00000157890.16	209.00	50.00	209.00	181.00	228.00	66.00	245.00	112.00	144.00	45.00	290.00	48.00
ENSG00000157895.10	142.98	16.72	143.86	94.62	179.92	47.15	155.61	74.36	74.36	25.29	197.64	22.49
ENSG00000157911.8	25.31	8.90	17.25	35.79	56.76	12.36	35.28	11.19	32.00	10.45	47.75	10.38
ENSG00000157916.17	2099.69	489.10	2548.75	1264.21	1273.24	630.64	1788.72	1295.81	1312.00	320.55	2398.25	807.62
ENSG00000157927.15	1.00	1.00	1.00	0.00	2.00	1.00	0.00	3.00	1.00	0.00	1.00	2.00
ENSG00000157933.9	448.00	42.00	400.00	178.00	644.00	162.00	168.00	202.00	648.00	18.00	1262.00	97.00
ENSG00000157954.13	1448.00	184.00	963.00	682.00	870.00	249.00	1191.00	533.00	631.00	122.00	1036.00	272.00
ENSG00000157978.10	1891.00	80.00	1203.00	941.00	985.00	215.00	1385.00	319.00	667.00	176.00	1387.00	172.00
ENSG00000157985.16	141.00	1.00	106.00	72.00	262.00	11.00	121.00	25.00	97.00	3.00	150.00	3.00
ENSG00000157992.11	1.00	0.00	4.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00
ENSG00000157999.5	29.00	0.00	19.00	7.00	25.00	3.00	16.00	1.00	0.00	0.00	5.00	6.00
ENSG00000158006.12	387.45	45.00	257.90	229.12	235.00	71.00	381.01	112.90	156.01	77.00	233.11	40.00
ENSG00000158008.8	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000158014.13	2.99	1.00	5.32	2.24	5.03	1.45	5.88	0.73	0.00	3.00	8.97	0.00
ENSG00000158019.19	416.00	77.00	539.89	330.00	361.00	191.00	359.07	226.00	242.67	113.00	580.00	120.00
ENSG00000158023.8	41.11	2.03	27.89	30.25	29.69	8.95	7.41	10.37	42.73	1.00	40.14	7.27
ENSG00000158042.8	289.00	53.00	165.00	177.00	180.00	72.00	347.00	145.00	66.00	65.00	146.00	65.00
ENSG00000158050.4	42.00	3.00	43.00	28.00	52.00	7.00	48.00	7.00	19.00	7.00	57.00	3.00
ENSG00000158055.14	1.00	0.00	6.00	0.00	5.00	0.00	0.00	1.00	1.00	0.00	1.00	1.00
ENSG00000158062.19	433.27	194.02	492.18	364.26	307.49	215.16	297.28	344.19	236.21	103.04	1152.28	228.12
ENSG00000158077.4	0.00	1.00	2.00	3.00	0.00	1.00	0.00	0.00	4.00	0.00	2.00	0.00
ENSG00000158079.13	153.00	12.00	191.00	73.00	49.00	24.00	98.00	24.00	59.00	8.00	146.00	11.00
ENSG00000158089.13	52.00	2.00	53.00	79.00	28.00	4.00	28.00	2.00	32.00	0.00	181.00	0.00
ENSG00000158092.5	169.00	70.00	182.00	206.00	208.00	62.00	279.00	143.00	101.00	19.00	219.00	87.00
ENSG00000158104.10	3.00	2.00	2.00	2.00	1.00	1.00	0.00	3.00	0.00	0.00	12.00	2.00
ENSG00000158106.11	9.00	3.00	11.00	6.00	4.00	9.00	8.00	5.00	4.00	10.00	12.00	5.00
ENSG00000158109.13	616.00	138.00	668.00	429.45	595.00	292.00	528.00	633.00	759.00	130.00	1219.00	228.00
ENSG00000158113.11	2.00	1.00	5.00	1.00	2.00	0.00	6.00	0.00	0.00	0.00	0.00	0.00
ENSG00000158122.10	345.19	49.01	265.41	164.47	223.89	70.83	231.42	103.47	136.86	53.09	249.54	65.97
ENSG00000158125.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00
ENSG00000158156.7	479.00	225.00	702.00	296.00	304.00	185.00	384.00	548.00	412.00	119.00	818.00	216.00
ENSG00000158158.10	152.00	23.00	269.00	97.00	212.00	54.00	175.00	111.00	100.00	18.00	202.00	12.00
ENSG00000158161.14	1126.98	246.32	1072.40	958.92	887.54	346.26	926.63	637.48	616.72	358.10	1053.15	482.06
ENSG00000158163.13	2.00	3.00	7.00	3.00	8.00	1.00	3.00	2.00	9.00	1.00	3.00	1.00
ENSG00000158164.6	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000158169.10	34.00	4.00	65.00	32.00	26.00	10.00	50.00	19.00	23.00	10.00	43.00	16.00
ENSG00000158186.11	139.00	31.00	239.00	236.00	226.00	55.00	269.00	99.00	113.00	63.00	144.00	149.00
ENSG00000158195.9	3892.92	976.00	3074.00	2964.00	3558.00	1493.00	2369.00	3499.00	3192.98	598.00	5212.00	1997.00
ENSG00000158201.8	508.00	473.00	728.00	529.00	369.00	317.00	537.00	1332.00	542.00	199.00	752.00	638.00
ENSG00000158220.12	56.50	3.00	45.99	18.87	11.77	5.07	37.08	3.05	26.12	8.00	31.31	3.99
ENSG00000158234.11	44.00	11.00	36.13	50.00	46.00	7.99	52.00	22.01	45.00	9.00	51.00	16.00
ENSG00000158246.7	1.00	0.00	0.00	0.00	5.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000158258.14	1.00	0.00	1.00	0.00	4.00	1.00	0.00	0.00	7.24	0.00	5.00	0.00
ENSG00000158270.11	78.94	5.26	81.77	45.34	71.36	29.55	56.64	37.30	42.56	6.17	77.97	19.78
ENSG00000158286.11	49.02	1.00	36.62	29.04	16.36	11.01	33.61	16.96	13.98	10.14	53.92	9.02
ENSG00000158290.15	1159.00	511.00	1386.00	1223.00	1197.00	546.00	1181.00	1288.00	1230.00	296.00	1959.00	518.00
ENSG00000158292.6	4.00	0.00	13.00	1.00	9.00	6.00	35.00	4.00	6.00	2.00	9.00	2.00
ENSG00000158296.12	1.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	2.00	0.00	0.00	0.00
ENSG00000158301.17	35.00	8.00	0.00	12.00	8.00	10.00	53.00	17.00	27.00	1.00	31.03	0.00
ENSG00000158315.9	9.27	0.00	0.00	2.09	4.01	0.63	1.00	1.45	1.06	0.00	2.47	2.00
ENSG00000158321.14	178.00	19.00	351.00	116.00	209.00	32.00	164.00	77.00	119.00	5.00	187.00	22.00
ENSG00000158352.14	31.41	3.00	23.07	33.00	11.01	3.14	20.76	21.33	12.10	0.00	24.54	2.27
ENSG00000158373.8	182.07	117.00	237.14	218.90	57.98	65.00	178.71	176.11	81.00	62.79	136.05	89.00
ENSG00000158402.17	0.00	0.00	0.00	1.00	0.00	1.00	0.00	4.00	5.00	4.00	2.00	2.00
ENSG00000158406.3	368.00	56.00	477.00	444.00	143.00	139.00	354.00	209.00	194.00	78.00	315.00	196.00
ENSG00000158411.9	756.97	472.00	533.00	572.03	412.24	463.00	697.15	854.00	381.99	279.00	594.00	776.10
ENSG00000158417.9	816.54	84.35	713.30	772.48	747.70	234.13	967.29	365.18	537.40	191.73	872.68	256.37
ENSG00000158423.15	7.00	3.00	7.00	16.00	8.00	11.00	16.00	3.00	16.00	0.00	25.00	0.00
ENSG00000158427.13	76.18	2.55	45.41	23.96	20.39	7.00	104.74	15.00	22.71	2.44	47.46	3.00
ENSG00000158428.3	20.50	0.00	2.36	4.84	13.99	3.00	0.00	8.84	5.97	0.00	10.45	0.00
ENSG00000158435.6	851.00	187.00	908.00	854.00	702.00	260.00	787.00	623.00	551.00	171.00	893.00	268.00
ENSG00000158445.7	1.00	0.00	8.00	15.00	7.00	0.00	2.00	1.00	19.00	0.00	11.00	0.00
ENSG00000158457.5	229.00	28.00	153.00	143.00	124.00	19.00	70.00	64.00	108.00	40.00	98.00	39.00
ENSG00000158458.18	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000158467.15	383.00	61.00	479.00	310.00	321.00	109.00	383.00	147.00	230.00	73.00	428.00	76.00
ENSG00000158470.5	1668.00	1086.00	2835.01	3225.00	1291.00	1123.00	1894.00	1798.00	1507.00	333.00	2917.00	1425.00
ENSG00000158473.6	343.00	75.00	351.00	360.00	193.00	124.00	220.00	228.00	130.00	111.00	359.00	138.00
ENSG00000158477.6	16.00	9.00	28.00	6.00	22.00	12.00	5.00	20.00	31.00	14.00	91.00	2.00
ENSG00000158480.9	190.00	44.00	237.00	147.00	199.00	79.00	169.00	145.00	167.00	43.00	306.00	57.00
ENSG00000158481.11	134.00	3.00	126.00	111.00	53.00	7.00	71.00	30.00	80.00	31.00	128.00	32.00
ENSG00000158482.9	3.20	1.90	10.94	11.81	0.75	2.73	17.27	0.00	13.12	0.00	14.19	0.00
ENSG00000158483.14	111.62	4.44	84.08	44.83	57.50	16.01	46.85	13.01	28.16	3.13	66.68	16.39
ENSG00000158485.9	6.00	0.00	21.00	10.00	6.00	1.00	4.00	5.00	0.00	2.00	3.00	0.00
ENSG00000158486.12	0.00	2.00	0.00	3.00	2.00	0.00	0.76	8.00	0.00	0.00	7.00	1.00
ENSG00000158488.14	9.00	4.00	49.00	20.00	12.00	3.00	35.00	2.00	15.00	0.00	30.00	13.00
ENSG00000158497.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000158517.12	3258.67	2954.06	4859.20	1551.26	1557.74	4322.64	2380.77	7602.34	2475.65	1475.49	6981.46	3180.14
ENSG00000158525.14	40.00	1.00	19.00	1.00	35.00	7.00	11.00	2.00	0.00	18.00	56.00	10.00
ENSG00000158526.7	405.00	34.00	201.00	241.00	147.00	60.00	312.00	77.00	82.00	20.00	189.00	81.00
ENSG00000158528.10	50.00	13.00	78.00	41.00	16.00	13.00	31.00	5.00	9.00	2.00	44.00	1.00
ENSG00000158545.14	119.20	24.03	92.01	110.87	149.00	39.08	106.00	52.00	64.00	36.00	208.01	56.00
ENSG00000158552.11	325.00	61.00	314.68	304.00	226.84	101.00	286.51	224.04	236.99	83.00	340.41	82.00
ENSG00000158555.13	220.00	28.00	107.00	127.00	122.00	50.00	99.00	69.00	47.00	21.00	109.00	53.00
ENSG00000158560.13	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	6.00	0.00	0.00	0.00
ENSG00000158571.9	0.00	0.00	13.00	5.00	2.00	3.00	0.00	6.00	0.00	0.00	6.00	4.00
ENSG00000158578.17	17095.00	3980.00	4107.00	27920.00	1224.00	2563.00	2277.00	32566.00	12310.00	2362.00	7529.00	17374.00
ENSG00000158604.13	1580.85	261.44	1285.61	921.57	668.83	327.01	1156.01	649.01	740.64	314.44	1084.66	315.33
ENSG00000158615.8	3352.94	1030.76	4319.88	2579.04	2567.93	1190.00	3213.03	2564.25	2178.25	640.00	3752.83	1124.81
ENSG00000158623.13	318.00	56.00	272.94	293.91	252.00	83.87	149.00	135.00	104.00	105.00	383.00	66.00
ENSG00000158636.15	1068.80	186.00	1266.07	1092.00	714.00	360.00	1045.42	731.00	606.05	208.00	1358.00	334.00
ENSG00000158669.10	297.00	44.00	208.00	268.00	309.00	83.00	416.65	120.00	152.00	70.00	258.87	71.00
ENSG00000158683.6	41.00	2.00	11.00	12.00	13.00	10.00	11.00	4.00	11.00	2.00	27.00	1.00
ENSG00000158691.13	287.49	45.99	335.07	150.23	230.36	66.04	194.62	125.55	87.46	69.45	231.42	59.29
ENSG00000158710.13	3306.84	1511.00	4223.19	2973.94	3040.96	2371.00	2980.39	6302.27	5762.80	700.00	8447.94	1832.99
ENSG00000158711.12	5897.33	1112.98	5245.48	4232.82	4384.99	2605.76	5940.43	3434.27	3569.33	1402.00	6792.30	1974.61
ENSG00000158714.9	202.79	414.25	111.02	147.85	222.56	532.02	173.93	1039.79	83.22	294.26	130.74	1423.12
ENSG00000158715.5	76.00	9.00	37.00	56.00	73.00	2.00	8.00	32.00	24.00	13.00	67.00	25.00
ENSG00000158716.7	52.00	8.00	59.00	54.00	43.00	20.00	86.00	43.00	37.00	24.00	54.00	22.00
ENSG00000158717.9	1067.00	149.00	945.00	570.00	718.00	204.00	625.00	546.00	495.00	197.00	1136.00	259.00
ENSG00000158747.12	19.00	0.00	15.00	21.00	20.00	4.00	13.00	9.00	12.00	7.00	11.00	1.00
ENSG00000158748.3	0.00	0.00	6.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00
ENSG00000158764.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	2.00	0.00	0.00	0.00
ENSG00000158769.16	1141.73	276.42	1127.03	1085.47	708.55	376.77	791.32	1103.15	752.06	228.44	1078.95	494.90
ENSG00000158773.13	487.00	203.00	510.00	420.00	254.00	214.00	423.00	530.00	259.00	138.00	430.00	262.00
ENSG00000158786.4	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000158792.14	18.00	5.00	16.00	18.00	7.00	7.00	16.00	10.00	12.00	9.00	14.00	11.00
ENSG00000158793.12	238.67	65.71	213.78	170.62	142.84	94.64	245.52	230.51	135.02	51.62	264.09	125.22
ENSG00000158796.15	563.33	200.29	649.22	476.38	425.16	240.36	425.48	538.49	328.98	105.38	674.91	265.78
ENSG00000158805.10	888.69	177.82	544.59	471.75	421.04	278.05	719.00	492.97	366.17	101.14	873.77	395.01
ENSG00000158806.12	15.00	0.00	0.00	1.00	2.00	0.00	1.00	5.00	0.00	0.00	0.00	0.00
ENSG00000158813.16	29.00	0.00	21.00	17.00	6.00	7.00	3.00	2.00	20.00	5.00	4.00	1.00
ENSG00000158815.9	0.00	0.00	1.00	3.00	0.00	0.00	2.00	0.00	0.00	1.00	10.00	0.00
ENSG00000158816.14	9.51	0.00	12.24	5.29	2.54	1.45	6.95	2.92	3.50	0.00	3.51	2.22
ENSG00000158825.5	488.00	498.00	619.00	386.00	332.00	697.00	339.00	1222.00	951.00	176.00	3154.00	550.00
ENSG00000158828.5	2120.67	531.10	2184.73	2097.28	835.63	425.07	1619.42	1105.92	1130.64	375.85	2223.38	690.02
ENSG00000158850.13	437.06	38.00	316.00	280.63	204.74	87.00	246.87	318.00	220.00	65.85	393.00	109.00
ENSG00000158856.16	10486.00	4962.00	6564.00	7100.00	2047.00	4423.00	3147.00	16223.00	9192.00	1388.00	14817.00	7559.00
ENSG00000158859.9	273.36	10.59	300.06	213.79	226.38	38.06	227.27	61.85	201.72	19.38	237.00	43.23
ENSG00000158863.20	202.00	22.00	147.00	73.00	185.00	66.00	121.00	69.00	101.00	41.00	191.00	32.00
ENSG00000158864.11	277.00	73.00	292.00	351.00	192.00	141.00	302.00	177.00	231.00	48.00	318.00	95.00
ENSG00000158865.11	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	2.00	0.00	0.00
ENSG00000158869.9	5736.00	5419.00	4989.00	4768.00	2421.00	4226.00	2755.00	11658.00	4156.00	2926.00	7758.00	7219.00
ENSG00000158874.10	6.00	1.00	1.00	5.00	2.00	1.00	3.00	6.00	9.00	0.00	2.00	4.00
ENSG00000158882.11	182.78	21.00	50.00	40.00	34.00	35.00	112.00	114.00	75.52	37.00	176.77	52.02
ENSG00000158887.14	214.00	61.00	297.00	206.00	171.00	86.00	174.00	234.00	143.00	45.00	289.00	98.00
ENSG00000158901.10	7.65	0.00	4.05	3.09	9.93	0.00	5.90	0.75	1.00	0.00	2.94	0.00
ENSG00000158941.15	1002.61	151.40	1014.62	734.81	955.33	393.56	1029.98	577.68	681.34	170.19	1488.90	283.19
ENSG00000158955.9	1.02	0.00	0.95	1.04	2.00	0.00	0.00	0.00	5.87	0.00	0.00	0.00
ENSG00000158966.12	99.00	3.00	87.00	17.00	48.00	15.00	49.00	24.00	41.00	2.00	43.00	11.00
ENSG00000158985.12	6325.02	2578.00	7512.00	6721.10	5074.15	3040.04	7973.40	6304.95	4010.19	2006.00	6067.00	3145.04
ENSG00000158987.18	3906.00	639.99	4805.45	4233.91	3316.51	1353.26	4658.87	1840.95	2772.73	881.89	4737.28	870.08
ENSG00000159023.17	47330.35	9650.72	33795.91	41817.58	18845.14	11375.05	16759.26	46793.38	30880.30	8059.56	41072.52	18690.39
ENSG00000159055.3	124.00	29.00	146.00	72.00	76.00	34.00	188.00	80.00	73.00	19.00	125.00	32.00
ENSG00000159063.11	639.00	126.00	603.00	396.00	467.00	205.00	676.00	218.00	286.00	167.00	578.00	184.00
ENSG00000159069.12	357.00	39.00	246.00	246.00	119.00	43.00	149.00	64.00	95.00	50.00	254.00	50.00
ENSG00000159079.17	317.38	84.00	170.48	181.67	155.05	113.00	348.23	145.09	210.20	96.09	355.00	180.22
ENSG00000159082.16	630.00	303.00	1103.00	917.00	889.00	338.00	633.00	788.00	889.00	166.00	1563.00	420.00
ENSG00000159086.13	884.00	137.00	715.00	737.00	660.00	226.00	964.00	344.00	453.00	127.00	660.00	212.00
ENSG00000159110.18	580.92	349.10	733.44	526.24	897.66	412.64	467.10	954.92	680.95	111.24	1457.66	488.37
ENSG00000159111.11	254.00	46.00	210.00	179.00	166.00	103.00	323.20	130.00	103.00	56.00	370.00	80.00
ENSG00000159128.13	2224.93	988.00	3304.00	2749.00	1470.00	1052.00	1477.73	2658.97	1664.00	830.00	3362.96	1424.00
ENSG00000159131.15	369.26	128.00	352.00	284.00	365.00	173.16	440.02	243.24	188.00	104.00	324.09	235.00
ENSG00000159140.16	4972.98	1265.00	5751.00	4038.00	5403.90	2246.00	4520.00	3323.76	3751.00	897.00	7356.91	1725.00
ENSG00000159147.16	367.88	39.94	547.10	230.80	530.40	58.95	273.91	111.83	164.59	69.12	481.28	39.57
ENSG00000159164.8	40.00	3.00	29.04	10.00	38.00	7.00	55.00	3.00	10.00	0.00	33.00	0.83
ENSG00000159166.12	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000159167.10	0.00	0.00	0.00	3.00	1.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
ENSG00000159173.17	5.45	0.00	4.18	4.09	3.53	0.00	3.03	1.03	4.23	1.25	5.21	0.00
ENSG00000159176.12	810.00	168.00	620.00	886.00	480.00	220.00	779.00	345.00	415.00	228.00	557.00	230.00
ENSG00000159184.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000159186.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000159189.10	3.00	15.00	0.00	14.00	3.00	25.00	4.00	62.00	1.00	23.00	27.00	56.00
ENSG00000159197.3	5.43	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000159199.12	274.99	55.00	134.00	133.00	125.00	73.00	129.00	95.00	55.00	41.00	156.00	87.00
ENSG00000159200.16	128.47	51.00	167.98	131.38	136.69	53.00	239.93	102.02	75.03	26.00	128.20	85.00
ENSG00000159202.16	1681.00	497.00	1457.00	1210.00	1123.00	708.00	1583.00	1493.00	1011.00	424.00	1658.00	927.00
ENSG00000159208.14	0.00	1.00	7.55	4.01	2.59	1.58	12.00	3.00	7.00	20.00	10.00	1.00
ENSG00000159210.8	376.75	128.08	317.60	250.68	304.70	148.04	523.08	304.26	262.03	96.04	425.27	193.25
ENSG00000159212.11	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000159214.11	4.07	0.00	15.17	4.00	15.51	0.00	7.02	5.00	14.12	12.00	5.43	1.00
ENSG00000159216.17	3718.33	655.79	3674.36	2797.85	2410.08	1267.03	3091.09	2125.84	2175.18	879.00	3807.84	1269.00
ENSG00000159217.8	0.00	0.00	1.00	2.00	1.13	1.00	0.94	0.00	1.00	0.00	0.00	1.00
ENSG00000159228.11	202.38	54.00	84.00	110.00	148.00	134.00	146.84	212.05	65.97	153.00	217.00	126.00
ENSG00000159231.5	8.24	1.00	10.62	31.13	11.00	4.44	10.57	0.00	3.31	0.00	3.05	3.00
ENSG00000159239.10	6.00	0.00	31.00	4.00	16.00	3.00	28.00	4.00	4.00	6.00	23.00	4.00
ENSG00000159247.11	7.96	1.00	14.99	3.00	0.00	1.00	4.00	2.23	14.92	5.00	24.55	0.00
ENSG00000159248.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000159256.11	2505.52	1502.53	4020.36	3317.77	1718.06	1282.03	2941.49	3198.01	1528.14	990.00	2746.85	2075.00
ENSG00000159259.7	19.08	3.00	31.93	48.02	15.13	14.00	33.83	32.37	21.80	1.00	34.08	19.01
ENSG00000159261.9	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000159263.14	37.00	2.00	28.00	24.23	9.00	8.00	34.00	2.00	32.00	1.00	11.00	5.00
ENSG00000159267.13	249.00	28.00	304.00	191.00	294.00	58.00	303.00	73.00	182.00	42.00	246.00	44.00
ENSG00000159289.6	8.57	1.00	2.00	3.19	0.00	4.00	4.09	7.00	9.16	1.00	3.00	1.92
ENSG00000159307.17	40.64	10.38	44.07	29.59	36.87	14.50	28.50	12.98	24.22	5.87	26.15	8.32
ENSG00000159314.10	5860.02	1152.00	5204.00	3283.00	2306.00	1526.99	3560.00	3087.04	2705.98	937.00	5522.88	2122.00
ENSG00000159322.16	2233.89	577.23	2154.23	1481.03	1241.43	736.67	1613.94	1162.24	1100.51	495.52	2141.55	753.61
ENSG00000159335.14	551.00	145.00	272.00	470.00	136.00	211.00	511.00	518.00	360.00	110.00	477.00	263.00
ENSG00000159337.6	0.00	0.00	1.80	0.00	0.00	0.00	1.00	0.00	3.00	0.00	0.97	0.00
ENSG00000159339.12	620.34	256.00	1070.50	472.00	295.06	248.00	343.01	508.00	423.00	113.00	1236.10	266.99
ENSG00000159346.11	32725.00	10194.00	20251.00	39142.00	9621.00	7744.00	9753.00	35067.00	17148.00	7898.00	34276.00	19112.00
ENSG00000159348.11	177.00	45.00	221.00	288.00	111.00	59.00	197.00	80.00	99.00	47.00	310.00	42.00
ENSG00000159352.14	248.98	70.98	257.00	289.02	199.01	113.92	252.98	155.98	100.80	69.00	244.29	121.98
ENSG00000159363.16	114.00	19.00	179.00	88.00	108.00	40.00	118.00	70.00	77.00	23.00	161.00	65.00
ENSG00000159374.16	131.00	13.00	4.00	35.00	4.00	11.00	24.00	35.00	39.00	16.00	40.00	19.00
ENSG00000159377.9	2210.00	830.00	1943.00	1397.00	745.00	930.00	1717.00	2234.00	1012.00	645.00	2168.00	1224.00
ENSG00000159387.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	2.00	0.00
ENSG00000159388.5	4484.00	1229.00	6408.00	4437.00	3042.00	1449.00	4069.00	2588.00	3375.00	1294.00	8109.00	1080.00
ENSG00000159399.8	1282.00	372.00	2297.00	1322.00	1319.00	296.00	858.00	607.00	749.00	270.00	1616.00	256.00
ENSG00000159403.14	6.98	8.00	35.92	10.43	12.00	12.00	13.00	17.00	4.18	0.00	27.71	3.00
ENSG00000159409.13	6.00	1.00	6.00	4.00	3.00	3.00	5.00	0.00	4.00	0.00	0.00	3.00
ENSG00000159423.15	25.00	3.00	7.00	21.00	5.00	7.00	22.00	16.00	14.00	10.00	23.00	6.00
ENSG00000159433.10	430.00	22.87	318.64	226.23	396.12	114.05	625.79	57.57	210.45	47.00	362.26	50.74
ENSG00000159445.11	550.04	36.34	334.15	293.37	347.00	112.24	464.57	132.00	246.85	88.00	311.65	66.00
