id	group_1_sample_10_SRR988501_PE	group_1_sample_11_SRR988500_PE	group_1_sample_12_SRR988499_PE	group_1_sample_1_SRR988510_PE	group_1_sample_2_SRR988509_PE	group_1_sample_3_SRR988508_PE	group_1_sample_4_SRR988507_PE	group_1_sample_5_SRR988506_PE	group_1_sample_6_SRR988505_PE	group_1_sample_7_SRR988504_PE	group_1_sample_8_SRR988503_PE	group_1_sample_9_SRR988502_PE
ENSG00000255858.1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000255860.2	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000255864.4	0.00	0.00	0.00	5.00	0.00	4.00	4.00	2.00	0.00	0.00	0.00	0.00
ENSG00000255867.1	13.00	0.00	0.00	5.95	2.99	1.97	3.16	9.00	1.00	0.00	0.00	0.00
ENSG00000255870.1	0.00	1.00	1.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
ENSG00000255874.2	16.36	0.00	12.32	14.48	10.96	7.98	15.04	11.05	16.24	2.00	21.38	5.10
ENSG00000255875.2	14.00	0.00	0.00	1.00	5.00	0.00	10.00	1.00	3.00	1.00	4.00	2.00
ENSG00000255882.1	42.98	17.44	28.73	48.19	27.14	25.58	33.93	57.46	25.58	10.75	29.91	36.47
ENSG00000255883.1	2.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000255893.1	29.00	3.00	24.00	45.00	33.00	16.00	25.00	8.00	15.00	3.00	46.00	14.00
ENSG00000255899.1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000255910.1	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000255920.1	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00
ENSG00000255928.1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000255933.1	0.00	0.00	2.00	1.00	11.00	2.00	6.00	2.00	6.00	0.00	8.00	1.00
ENSG00000255946.1	1.00	0.00	1.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00	3.00	0.00
ENSG00000255951.1	1.00	0.00	0.00	1.00	4.00	0.00	4.00	0.00	0.00	0.00	1.00	0.00
ENSG00000255966.1	0.00	0.00	0.00	0.00	2.00	0.00	1.00	0.00	2.00	0.00	1.00	0.00
ENSG00000255967.1	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00
ENSG00000255968.1	5.00	0.00	6.00	3.00	2.00	1.00	3.00	0.00	5.00	1.00	4.00	1.00
ENSG00000255970.1	8.00	0.00	18.04	4.25	12.86	3.00	8.96	2.00	13.94	0.00	7.45	0.00
ENSG00000255974.5	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000255977.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000255980.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000255982.1	0.00	0.00	0.00	0.00	0.00	1.00	3.00	0.00	0.00	1.00	0.00	0.00
ENSG00000255986.5	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000255987.1	26.00	1.00	8.00	28.00	26.00	7.00	26.00	9.00	9.00	3.00	38.00	3.00
ENSG00000255991.2	2.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	2.00	0.00	0.00
ENSG00000255993.1	0.00	0.00	0.00	1.00	1.00	0.00	1.01	0.00	0.00	0.00	1.77	2.01
ENSG00000256006.1	1.00	0.00	3.00	1.00	4.00	0.00	2.00	1.00	4.00	0.00	2.00	0.00
ENSG00000256007.1	0.00	5.25	0.00	5.09	10.59	0.00	5.46	0.26	0.00	0.00	0.00	0.00
ENSG00000256019.1	43.79	3.00	31.79	59.79	43.00	8.03	51.49	26.00	62.67	9.00	97.03	4.00
ENSG00000256020.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	1.00	0.00
ENSG00000256021.1	0.00	0.00	0.00	1.00	2.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00
ENSG00000256028.2	146.25	30.68	50.31	70.75	51.19	46.70	56.71	53.23	55.40	8.73	189.04	16.23
ENSG00000256029.4	1.00	0.00	0.00	0.00	2.22	0.00	1.45	0.00	0.00	0.00	0.00	0.00
ENSG00000256030.1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000256037.1	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256039.1	79.00	3.00	39.00	28.00	26.00	30.00	162.00	37.00	81.00	31.00	49.00	12.00
ENSG00000256040.2	8.01	0.00	0.00	7.21	6.52	5.02	3.21	0.36	14.16	5.00	35.08	0.00
ENSG00000256043.2	380.00	219.00	501.00	382.00	354.00	210.00	609.00	363.00	254.00	224.00	469.00	165.00
ENSG00000256045.2	11.51	0.00	10.65	9.89	17.52	7.31	8.46	7.89	8.14	2.04	6.64	8.20
ENSG00000256050.2	2.00	0.00	0.00	6.00	0.00	1.00	0.00	5.00	1.00	0.00	0.00	0.00
ENSG00000256053.6	103.59	14.00	38.00	77.41	55.01	36.98	57.27	54.39	40.54	4.62	75.54	37.52
ENSG00000256056.1	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000256060.2	21.08	7.99	25.76	18.95	14.17	8.00	58.99	10.95	3.26	3.00	33.16	7.00
ENSG00000256061.6	34.62	1.75	12.68	10.93	23.76	0.00	36.52	4.17	10.22	0.00	22.53	8.47
ENSG00000256069.6	17.08	1.00	14.07	21.02	49.05	1.00	19.38	3.04	8.00	0.00	16.00	2.00
ENSG00000256072.1	0.00	0.00	0.00	1.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256073.3	5.00	1.00	12.00	1.00	6.00	1.00	8.00	10.00	0.00	0.00	2.00	0.00
ENSG00000256075.1	0.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000256079.1	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256081.2	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256084.1	1.00	0.00	0.00	1.00	7.00	1.00	26.00	0.00	2.00	0.00	4.00	0.00
ENSG00000256087.5	269.17	52.00	169.00	178.00	138.00	35.00	132.99	94.00	118.98	68.00	124.49	55.00
ENSG00000256091.1	2.00	0.00	0.00	2.00	1.00	1.00	0.00	0.00	4.00	0.00	0.00	1.00
ENSG00000256092.2	39.09	3.00	28.00	17.00	23.00	9.03	15.00	48.00	27.00	7.00	26.04	7.00
ENSG00000256098.1	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256101.4	5.00	1.00	5.00	6.00	5.45	2.00	5.00	0.00	5.00	1.00	5.00	2.00
ENSG00000256108.1	0.00	0.00	0.00	3.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256116.1	15.23	1.00	5.59	8.15	0.00	0.00	0.00	4.28	2.76	0.00	11.44	0.00
ENSG00000256120.1	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256124.4	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.05	0.00	0.00	0.00
ENSG00000256128.4	15.00	0.00	7.00	4.00	17.00	7.00	5.00	4.00	10.00	0.00	3.00	1.00
ENSG00000256134.1	2.00	1.00	0.00	5.00	2.00	0.00	0.00	2.00	6.00	1.00	10.00	0.00
ENSG00000256139.2	0.00	0.00	3.00	5.00	11.00	0.00	0.00	0.00	2.00	1.00	9.00	0.00
ENSG00000256146.1	1.00	1.00	6.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	0.00
ENSG00000256148.1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256151.1	3.00	0.00	4.00	11.00	2.00	0.00	1.00	0.00	3.00	2.00	28.00	0.00
ENSG00000256152.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.47	0.00	0.00	0.00
ENSG00000256155.1	13.00	0.00	5.00	6.00	6.00	1.00	8.00	0.00	3.00	0.00	7.00	0.00
ENSG00000256159.1	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
ENSG00000256162.2	6.00	0.00	13.00	0.00	2.00	1.00	15.00	0.00	0.00	0.00	3.00	1.00
ENSG00000256164.1	0.00	0.00	0.00	1.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256166.1	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256167.1	0.00	0.00	3.00	2.00	3.00	0.00	1.00	0.00	2.00	0.00	4.01	0.00
ENSG00000256171.1	2.00	0.00	6.00	4.00	6.00	0.00	3.00	1.00	1.00	0.00	4.00	1.00
ENSG00000256176.1	2.00	1.00	0.00	0.00	3.00	2.00	0.00	0.00	1.00	0.00	1.00	0.00
ENSG00000256188.2	245.41	16.00	291.90	295.04	125.37	100.32	347.13	90.00	234.70	30.00	243.00	40.00
ENSG00000256189.1	0.00	0.00	1.00	5.00	0.00	0.00	14.00	0.00	0.00	0.00	4.00	0.00
ENSG00000256193.4	34.94	2.05	24.31	30.30	37.27	11.99	33.85	16.46	28.33	0.00	56.79	10.84
ENSG00000256195.2	2.00	0.00	31.00	3.00	0.00	1.00	9.00	0.00	2.00	0.00	0.00	0.00
ENSG00000256196.1	0.00	2.00	1.00	0.00	0.00	0.00	0.00	3.00	0.00	1.00	2.00	1.00
ENSG00000256204.1	1.00	0.00	0.00	0.00	9.24	0.00	0.07	0.00	0.00	0.00	0.31	0.00
ENSG00000256206.2	7.56	1.92	0.00	10.94	13.16	5.61	2.22	12.56	0.00	0.00	5.94	2.85
ENSG00000256218.1	39.02	4.01	43.09	36.52	18.01	13.63	43.52	9.42	23.08	1.96	35.59	4.12
ENSG00000256221.1	0.00	1.00	1.00	1.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00
ENSG00000256222.2	535.45	53.00	325.35	676.23	740.47	134.69	388.52	275.11	146.86	104.96	274.36	306.82
ENSG00000256223.4	82.00	17.00	92.00	51.00	75.00	37.00	149.00	52.00	83.00	4.00	117.00	19.00
ENSG00000256226.1	1.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256229.6	734.00	74.00	500.00	482.00	231.00	137.00	430.00	354.03	395.00	142.00	745.00	217.03
ENSG00000256234.1	3.00	0.00	7.00	4.00	0.00	1.00	1.00	3.00	3.00	1.00	9.00	0.00
ENSG00000256235.1	163.00	28.00	283.00	122.00	157.00	18.00	61.00	50.00	81.00	5.00	119.00	33.00
ENSG00000256238.1	0.00	2.14	6.01	8.58	4.06	1.04	5.07	0.00	6.01	0.00	0.00	0.00
ENSG00000256243.2	1.00	0.00	8.00	0.00	1.00	0.00	3.00	0.00	14.00	0.00	9.00	0.00
ENSG00000256249.1	127.02	587.08	342.68	207.97	222.12	668.29	371.02	1445.22	321.45	165.61	392.67	941.44
ENSG00000256250.1	0.00	0.00	12.00	8.00	2.00	1.00	2.00	0.00	0.00	0.00	15.00	0.00
ENSG00000256262.1	7.00	7.00	4.18	1.00	2.00	10.00	10.00	5.00	6.00	3.00	15.00	5.00
ENSG00000256269.5	15.00	13.00	10.00	30.00	20.00	34.00	21.00	108.00	72.00	6.00	79.00	71.00
ENSG00000256271.1	10.00	0.00	29.00	8.00	18.00	4.00	44.00	4.00	14.00	0.00	8.00	0.00
ENSG00000256273.1	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256274.1	163.95	16.00	106.91	60.17	104.99	73.84	213.46	18.00	57.12	5.00	57.97	9.00
ENSG00000256278.1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256280.1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256282.1	3.00	0.00	6.00	1.00	2.00	0.00	0.00	2.00	0.00	0.00	4.00	0.00
ENSG00000256288.1	4.53	1.00	1.03	3.40	2.99	1.00	2.03	0.98	5.83	0.00	4.10	0.95
ENSG00000256293.2	1.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.99
ENSG00000256294.6	305.00	62.01	233.18	343.00	250.04	63.04	495.00	106.00	162.01	79.00	302.70	91.00
ENSG00000256299.1	0.00	0.00	1.00	2.00	0.00	0.00	0.00	1.00	0.00	0.00	4.00	0.00
ENSG00000256304.1	55.00	19.00	217.00	168.00	69.00	32.00	187.00	56.00	62.00	14.00	121.00	25.00
ENSG00000256314.1	2.00	0.00	1.00	1.00	3.00	0.00	0.00	3.00	2.00	0.00	5.00	1.00
ENSG00000256315.1	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256321.4	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256325.1	2.00	1.00	2.00	0.00	4.00	3.00	5.00	1.00	1.00	0.00	2.00	0.00
ENSG00000256331.1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256338.2	1.24	0.00	1.91	1.06	3.37	0.00	2.12	2.20	0.86	1.07	3.12	1.03
ENSG00000256340.7	0.00	0.00	0.00	0.00	0.00	0.79	2.00	3.91	0.78	0.00	1.00	0.00
ENSG00000256341.1	0.00	0.00	0.00	0.00	0.40	0.00	10.02	0.87	0.00	0.00	0.00	0.00
ENSG00000256347.1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00	0.00
ENSG00000256349.1	24.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256350.1	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000256351.1	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256356.1	34.00	3.00	12.00	29.00	8.00	40.00	25.00	14.00	9.00	5.00	12.00	10.00
ENSG00000256361.1	11.00	2.00	7.00	16.00	2.00	4.00	6.00	5.00	9.00	2.00	6.00	1.00
ENSG00000256364.1	269.48	11.34	220.45	251.02	223.63	63.77	466.06	45.56	110.79	79.23	131.66	60.71
ENSG00000256372.1	0.00	1.00	1.00	2.00	1.00	1.00	0.00	4.00	0.00	0.00	2.00	1.00
ENSG00000256374.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
ENSG00000256377.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00
ENSG00000256379.1	60.06	8.56	68.44	63.44	46.30	18.27	86.92	17.69	74.14	6.60	75.16	14.53
ENSG00000256381.1	1.00	0.00	0.00	3.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256385.1	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
ENSG00000256403.1	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256407.1	0.00	0.00	0.00	3.37	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
ENSG00000256417.1	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
ENSG00000256427.1	1.00	0.00	2.00	2.00	6.00	0.00	4.00	0.00	0.00	0.00	1.00	0.00
ENSG00000256433.2	7.00	4.00	52.00	33.00	25.00	7.00	24.00	17.00	49.00	3.00	54.00	3.00
ENSG00000256436.1	32.36	2.76	45.53	64.20	70.90	15.20	55.48	10.00	29.46	5.00	68.16	9.00
ENSG00000256442.1	42.00	1.00	9.00	4.00	13.00	4.00	27.00	3.00	7.00	3.00	25.00	0.00
ENSG00000256443.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.00	0.00	0.00	0.00
ENSG00000256448.4	6.00	0.00	7.00	11.00	14.00	7.00	11.00	4.00	10.00	1.00	18.00	8.00
ENSG00000256450.1	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00
ENSG00000256453.1	52.46	0.00	6.81	0.00	0.00	0.00	0.00	11.42	12.87	6.18	2.75	0.00
ENSG00000256458.1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00
ENSG00000256464.1	5.00	0.00	7.00	15.00	14.00	6.00	1.00	6.00	15.00	20.00	6.00	9.00
ENSG00000256465.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000256469.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.86	0.00	0.00
ENSG00000256473.1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256482.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
ENSG00000256494.1	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256500.5	0.00	0.00	0.00	18.42	0.00	0.00	10.64	12.04	6.90	17.51	0.00	2.04
ENSG00000256504.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00
ENSG00000256508.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000256514.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.90	0.00	0.00	19.64	10.52
ENSG00000256518.2	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256525.5	135.00	34.00	163.00	96.00	122.00	54.00	129.00	50.00	74.00	14.00	159.00	36.00
ENSG00000256533.1	18.00	2.00	29.00	9.00	16.00	4.00	3.00	3.00	9.00	4.00	24.00	0.00
ENSG00000256537.3	208.51	44.00	227.29	179.65	133.02	71.98	344.00	73.85	152.12	46.00	252.98	63.00
ENSG00000256538.1	0.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256540.1	0.00	0.00	2.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256546.1	0.00	0.00	0.00	0.00	0.00	1.00	12.00	5.00	0.00	0.00	4.00	0.00
ENSG00000256552.2	6.00	1.00	5.00	4.00	7.00	3.00	2.00	4.00	2.00	0.00	4.00	7.00
ENSG00000256553.1	30.00	1.00	60.00	14.00	21.00	5.00	48.00	11.00	19.00	4.00	43.00	7.00
ENSG00000256557.1	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256563.2	7.00	0.00	0.00	0.00	13.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256569.1	0.00	1.47	5.99	0.00	0.00	0.00	0.00	3.51	0.00	0.12	0.33	0.00
ENSG00000256571.1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256574.5	6.00	0.00	2.00	3.00	3.00	4.00	7.00	1.00	2.00	1.00	11.00	0.00
ENSG00000256576.2	44.00	7.00	19.00	25.00	29.00	10.00	13.00	24.00	42.00	8.00	79.00	8.00
ENSG00000256577.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000256581.1	61.00	5.00	26.00	38.00	6.00	7.00	0.00	7.00	55.00	2.00	33.00	16.00
ENSG00000256582.1	9.00	1.00	17.00	34.00	21.00	5.00	39.00	10.00	5.00	0.00	45.00	4.00
ENSG00000256588.1	15.00	2.00	13.00	4.00	6.00	4.00	10.00	8.00	10.00	2.00	14.00	1.00
ENSG00000256589.1	3.00	1.00	14.00	0.00	2.00	0.00	1.00	1.00	1.00	0.00	1.00	0.00
ENSG00000256590.2	0.00	0.00	1.00	1.00	1.00	0.00	12.00	0.00	0.00	1.00	1.00	0.00
ENSG00000256591.4	299.50	53.73	249.51	195.22	309.49	148.36	158.02	176.79	238.78	21.00	379.62	167.00
ENSG00000256594.6	1046.72	130.00	1104.61	960.08	551.65	255.62	1287.54	325.65	659.89	126.00	936.30	114.00
ENSG00000256597.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000256603.1	15.00	1.00	1.00	0.00	17.00	6.00	1.00	2.00	1.00	1.00	3.00	1.00
ENSG00000256612.6	3.01	1.00	4.00	6.41	2.01	5.00	0.77	0.00	12.00	0.00	3.01	2.00
ENSG00000256615.1	0.93	0.00	0.00	0.00	1.00	4.00	0.00	4.07	0.00	0.09	1.97	2.47
ENSG00000256616.3	1.00	0.00	8.00	3.00	3.00	2.00	1.00	0.00	0.00	0.00	3.00	0.00
ENSG00000256618.2	342.06	23.97	212.00	344.89	666.00	69.00	318.00	186.12	129.00	38.00	212.00	172.04
ENSG00000256625.1	2.00	0.00	6.00	6.95	5.01	0.00	5.00	2.00	7.01	0.00	12.02	0.00
ENSG00000256626.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000256628.3	105.90	14.50	57.99	96.91	77.66	43.39	72.67	56.83	43.70	7.27	71.01	25.20
ENSG00000256632.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00
ENSG00000256633.1	14.95	0.00	9.00	2.00	20.00	6.92	8.00	10.00	7.00	0.99	9.00	0.00
ENSG00000256637.5	0.99	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000256640.1	4.00	0.00	0.00	3.00	17.00	1.00	0.00	3.00	9.00	1.00	6.00	0.00
ENSG00000256646.6	5.21	0.00	363.67	163.97	0.00	38.73	274.55	172.30	60.83	16.59	216.33	108.75
ENSG00000256651.1	4.00	0.00	7.00	4.00	1.00	1.00	0.00	2.00	2.00	1.00	1.00	0.00
ENSG00000256657.1	5.00	2.00	12.00	10.00	16.00	3.00	11.00	5.00	19.00	3.00	22.00	2.00
ENSG00000256660.4	190.91	80.00	346.97	115.00	194.00	60.00	250.00	23.00	105.94	15.00	98.00	56.00
ENSG00000256663.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.44	0.00	0.00	0.00	0.00
ENSG00000256664.1	0.00	0.00	0.00	5.75	9.97	7.57	45.39	10.73	6.04	1.59	0.00	0.00
ENSG00000256667.5	108.00	18.00	54.00	59.00	126.00	46.00	258.00	19.00	45.00	32.00	65.00	24.00
ENSG00000256673.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
ENSG00000256674.1	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	2.00	0.00
ENSG00000256678.1	3.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	0.00
ENSG00000256681.1	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00
ENSG00000256682.2	12.00	1.00	27.00	29.00	33.95	9.00	22.00	4.00	32.00	1.00	31.00	2.00
ENSG00000256683.5	252.00	100.00	258.00	260.42	214.93	103.00	235.00	219.09	140.00	68.00	270.36	125.00
ENSG00000256690.1	8.29	0.00	23.89	3.45	4.95	1.00	4.69	2.49	1.00	0.00	9.00	9.00
ENSG00000256691.1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256704.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
ENSG00000256705.3	6.00	0.00	2.00	1.00	7.00	1.00	3.00	1.00	9.00	0.00	7.00	0.00
ENSG00000256706.1	0.00	0.00	3.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	1.00	3.00
ENSG00000256708.1	11.00	0.00	1.00	2.00	10.00	0.00	2.00	2.00	17.00	2.00	7.00	1.00
ENSG00000256712.1	7.00	0.00	7.00	3.00	7.00	1.00	8.00	0.00	9.00	0.00	11.00	1.00
ENSG00000256713.6	2.36	0.00	0.00	1.85	1.70	1.00	0.00	0.00	0.66	0.00	0.00	0.00
ENSG00000256717.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000256720.1	22.00	0.00	16.00	17.00	14.00	0.00	10.00	1.00	16.00	0.00	6.00	0.00
ENSG00000256721.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000256723.1	1.00	3.00	16.00	2.00	14.00	1.00	1.00	7.00	8.00	0.00	10.00	7.00
ENSG00000256732.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000256734.1	1.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256737.1	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	3.00	0.00	0.00	0.00
ENSG00000256739.1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00	2.00	0.00
ENSG00000256742.1	0.00	0.00	1.78	3.18	5.37	0.00	2.00	1.00	2.18	0.00	4.31	0.00
ENSG00000256745.1	2.03	2.00	0.00	0.00	2.05	3.06	5.16	0.00	0.00	1.02	5.07	0.00
ENSG00000256746.4	1.00	0.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256748.1	1.00	0.00	0.00	1.00	4.00	2.00	0.00	0.00	10.00	0.00	7.00	0.00
ENSG00000256751.4	2.00	0.00	2.00	2.02	2.00	0.00	4.03	5.00	4.00	0.00	7.02	1.00
ENSG00000256771.2	355.13	56.00	194.01	256.38	252.98	75.00	392.01	99.00	166.71	96.00	251.73	97.23
ENSG00000256777.1	0.00	0.00	0.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256779.1	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000256783.1	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256789.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000256797.1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256799.1	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000256803.1	1.09	0.00	1.03	1.00	0.00	0.00	0.00	1.00	1.06	0.00	1.00	0.00
ENSG00000256804.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.73	0.00	2.19	0.00	0.00
ENSG00000256806.3	15.00	8.00	34.00	37.00	53.00	15.00	44.00	43.00	34.00	6.00	91.00	22.00
