id	sample_12_SRR988499_PE	sample_10_SRR988501_PE	sample_8_SRR988503_PE	sample_6_SRR988505_PE	sample_4_SRR988507_PE	sample_11_SRR988500_PE	sample_9_SRR988502_PE	sample_7_SRR988504_PE	sample_5_SRR988506_PE	sample_3_SRR988508_PE	sample_2_SRR988509_PE	sample_1_SRR988510_PE
Group	Pre-challenge	Pre-challenge	Pre-challenge	Pre-challenge	Pre-challenge	Post-challenge	Post-challenge	Post-challenge	Post-challenge	Post-challenge	Unchallenged control	Unchallenged control
ENSG00000218227.3	0.45	0.43	0.24	0.4	0.2	0	0	1.19	0.15	0	0.22	0.32
ENSG00000218283.2	6.01	3.58	2.53	1.72	4.12	1.4	1.29	2.32	0.4	3.95	3.82	2.3
ENSG00000218313.1	8.2	9.71	7.23	11.01	10.43	5.98	2.7	2.7	2.19	6.94	12.12	9.02
ENSG00000218426.5	0	0	0.03	0.15	0	0	0	1.4	0	0	0	0
ENSG00000218428.1	7.48	12.86	6.07	4.72	8.54	0	0.34	4.54	0.77	4.82	8.77	2.91
ENSG00000218459.1	0	0	0	0	0	0	0	0	0	0	0	1.09
ENSG00000218472.2	0.71	1.03	0.27	0.46	1.64	0	0.64	1.55	0.76	0.83	0	0
ENSG00000218502.3	0.32	2.2	0.99	1.26	0	2.56	0.58	1.39	0.7	0.76	1.87	1.33
ENSG00000218510.5	3.59	3.33	2.19	3.52	5.49	3.56	1.78	1.28	2.65	5.24	5.16	2
ENSG00000218521.1	2.1	3.22	4.7	2.5	2.7	0.75	3.8	0	1.75	0.49	8.6	1.52
ENSG00000218596.2	0.34	0.33	0.52	0.44	0.79	0	0.61	1.48	0.36	1.6	2.46	1.05
ENSG00000218631.1	0.28	0.27	1.63	0.75	0.16	1.42	0	0	0.29	0	0.41	0.73
ENSG00000218676.1	1.68	0.97	1.78	1.83	1.74	0	0.31	2.28	0.69	0.81	2.24	1.04
ENSG00000218730.1	4.96	8.73	9.42	9.51	12.87	0	5.26	1.24	1.24	7.54	11.03	5.42
ENSG00000218739.8	7.53	9.4	10.18	9.24	14.44	5.6	3.83	9.58	4.61	7.93	12.46	8.27
ENSG00000218749.1	0.57	0.56	0.87	0	0.65	0	0	0	0	0	0.81	2.35
ENSG00000218757.1	1.35	0.32	1.05	1.35	0.99	0	0.31	0	0.87	0.4	4.72	0.88
ENSG00000218809.1	2.21	4.29	3.38	1.42	1.27	0	0.66	3.24	3.57	0.87	6.39	3.41
ENSG00000218857.1	0.18	0.07	0.23	0.08	0.35	0.19	0	0	0	0	1.67	0.12
ENSG00000218872.1	0.44	0.86	3.38	0.57	0	0	0	0	0	0	0.64	0.91
ENSG00000218891.4	0	0.63	0.1	0.61	0.15	0	0	0	0.04	0.2	1.06	0.18
ENSG00000218902.3	0.94	0	0.72	0.6	2.79	0	0	0	0	1.11	0	0.97
ENSG00000218991.1	3.11	0.95	2.35	0.57	0.79	0.54	0.15	0	0.17	0.59	0.5	2.8
ENSG00000219023.1	0.63	0.3	0	0.41	0.73	0	0	1.35	0	0	0.91	0.32
ENSG00000219085.1	26.73	23.36	13.55	18.88	27.34	15.91	8.39	10.21	10.48	13.43	13.38	32.8
ENSG00000219149.4	0	0	0.63	0.27	1.43	0	0	0.83	0	0	0	0.21
ENSG00000219150.2	0	0	0	0	0	0	3.95	0	0	0	0	2.63
ENSG00000219200.9	284.75	175.83	210.81	174.41	204.28	251.62	220.3	259.66	251.84	320.72	162.81	231.28
ENSG00000219201.4	1.44	0.12	0.09	1.07	0.12	0	0.15	0.39	0.09	0	0.84	0.43
ENSG00000219249.2	0.74	0.19	1.3	0.18	0.16	0.21	0.12	0	0.13	0.31	1.39	0.42
ENSG00000219355.2	0.36	1.76	1.39	1.41	1.68	0	0	1.6	1.57	0	1.05	1.5
ENSG00000219391.1	0	0	0	0	0	0	0	0	0	2.24	0	0
ENSG00000219392.1	0.79	3.07	1.48	1.18	0.84	0.25	0.58	0	0.88	0.93	4.81	0.83
ENSG00000219395.2	0.3	1.12	0.38	0	0	0	0	0	0	0	1.31	0.31
ENSG00000219409.2	0.1	1.65	0.3	1.44	0.57	0	0.35	0	0.2	0	0.72	0.2
ENSG00000219410.5	11.55	8.35	3.97	8.82	11.8	2.11	5.35	10.56	3.84	6.94	17.36	2.68
ENSG00000219470.1	1.09	0.32	0.55	0.34	1.39	0.81	0	0	0	0.4	0.63	0.7
ENSG00000219481.9	3.77	7.44	9.46	13.27	10.43	2	1.74	6.5	3.28	3.16	17.22	9.8
ENSG00000219487.2	1	0.12	0.19	0.5	0.44	0.42	0	0	0.13	0	2.21	0.13
ENSG00000219507.4	0.57	0.37	0.78	1.07	0.76	1.34	1.37	1.52	0.69	1.77	0.96	0.4
ENSG00000219529.2	12.71	37.65	11.03	10.15	15.33	14.62	5.35	9.09	9.42	14.15	9.88	24.29
ENSG00000219545.8	13.04	16.32	14.17	18.59	20.99	22.24	14.36	21.82	16.03	19.94	12.06	17.49
ENSG00000219547.1	1.65	0	0.13	0.44	0.97	0	0	0	0	0.39	1.45	0.51
ENSG00000219553.2	0	1.36	0.6	0	0.65	0	0.2	0.43	0	0	0.16	1.04
ENSG00000219608.3	8.79	4.87	2.94	8.46	4.27	0	0	0	0	0	6.74	6.04
ENSG00000219626.7	97.27	86.72	78.59	82.53	85.12	38.59	37.61	28.51	39.99	63.62	94.65	88.2
ENSG00000219665.7	21.79	24.58	24.06	14.62	20.69	16.18	8.89	13.35	10.54	16.27	16.9	23.3
ENSG00000219681.2	0.33	6.76	0	0	0	0	0	0	0	0	0.48	0.34
ENSG00000219693.3	0.66	0	0	0	0	0	1.16	0	0	0	0	0
ENSG00000219712.1	2.28	0.94	0.78	0.38	3.16	0	0.1	0	0.17	0.52	1.9	0.41
ENSG00000219747.1	1.17	0.57	0.23	0	0.34	0	0	0	0	0	0	0.61
ENSG00000219814.2	0	1.41	0	0	0	0	1.12	0	0	0	0	0
ENSG00000219881.1	1.47	2.28	0.74	1.3	1.04	0.23	0	0	0.07	0.17	0.54	0.54
ENSG00000219902.1	1.77	5.85	3.8	2.29	5.32	5.76	1.27	3.11	0.38	3.34	1.54	1.46
ENSG00000219928.2	0	0	4.26	0	0	0	0	0	0	0	0	0
ENSG00000219993.1	6.21	6.5	4.12	4.25	7.21	1.76	2.23	5.59	1.8	8.92	9.99	3.84
ENSG00000220091.2	0	1.91	0.98	0	0	0	0	0	0	0	0	0.66
ENSG00000220113.2	0	0	0	1.36	0	0	0	0	0	0	0	0
ENSG00000220131.1	0	0.77	0	0	2.27	0	0	0	0	0	0	0.41
ENSG00000220201.6	0.45	1.42	0	0.36	0.36	0.46	2.01	0	0.83	0.64	1.27	0.71
ENSG00000220205.7	17.18	22.64	22.03	24.03	21.65	8	13.28	8.77	8.44	17.31	36.48	13.96
ENSG00000220237.1	0	0	2.39	0	0	0	0	0	0	0	1.81	0
ENSG00000220267.1	0	1.13	0.05	0.17	1.12	0	2.18	0	0.13	1.48	0.84	1.64
ENSG00000220323.3	27.57	5.87	17.17	17.8	4.33	8.24	16.75	2.47	10.96	5.49	6.36	3.7
ENSG00000220370.1	11.21	4.83	16.72	3.9	15.09	8.99	10.51	0	7.12	15.34	14.88	11.65
ENSG00000220392.1	2.52	2.01	2.43	1.94	3.68	0	0.38	0	0.44	0.98	4.61	1.96
ENSG00000220446.2	0	0	0.29	0	0	0	0	0	0	0	0.55	1.18
ENSG00000220506.2	0.13	3.52	2.28	1.38	0.9	0.43	0.93	0	1.3	0.6	6.03	2.39
ENSG00000220517.2	3.91	7.77	2.62	2.25	2.09	0.69	0.4	0.84	1.98	1.93	7.02	2.18
ENSG00000220563.1	0.67	0.75	1.05	0.45	0.93	0.37	0.82	0.44	0.11	1.58	1.82	0.58
ENSG00000220583.1	0.86	0.36	1.09	1.45	2.97	0	0	0	0.4	0.88	2.2	0.39
ENSG00000220643.1	0.75	2.22	0	0	0	0	0	0	0	0	1.05	0
ENSG00000220695.1	6.11	2.93	7.31	7.57	10.16	4.88	4.37	8.55	5.18	9.37	4.28	5.19
ENSG00000220739.2	20.71	24.91	22.43	24.08	25.12	17.29	22.06	9.45	11.4	18.46	37.41	26.26
ENSG00000220744.1	0.33	1.65	0.06	0.9	0	0.53	0.61	0.32	0.08	0	0.62	0.43
ENSG00000220793.5	2.82	3.62	0.09	0	2.71	0	1.11	4.66	1.1	1.47	0	1.28
ENSG00000220804.7	5.32	3.18	18.5	23.49	1.82	19.36	7.39	3.3	14.07	15.24	5.42	3.91
ENSG00000220842.6	84.96	95.56	44.83	121.87	177.39	103.51	126.52	127.14	120.35	93.26	65.09	131.97
ENSG00000220848.4	4.11	3.73	1.06	0.6	5.6	0.83	0.41	0.94	0.24	2.68	0.67	1.89
ENSG00000220875.1	0	0.27	0.21	0	0	0	1	0	0	0	0	0
ENSG00000221044.2	5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221125.2	0	0	0	0	0	0	3	0	0	0	2.47	0
ENSG00000221303.1	0	56.74	40.84	0	22.97	0	0	0	29.1	0	29.73	63.68
ENSG00000221319.1	0	0	0	34.86	0	0	0	0	0	0	0	0
ENSG00000221491.2	0	0	0	0	0	0	0	0	35.33	0	0	0
ENSG00000221571.3	0.24	0.23	0.75	0.32	0	0.9	0	0	0	1.72	0.36	0.51
ENSG00000221817.8	10.79	8.05	4.75	5.02	8.34	3.73	3.52	12.1	3.12	4.77	11.24	8.21
ENSG00000221821.3	0.5	1.11	4.26	1.78	0.78	0	4.23	1.34	1.2	1.56	0.49	0.52
ENSG00000221823.9	16.06	16.15	22.32	27.57	14.7	21.92	25.3	13.54	26.2	18.61	33.78	20.73
ENSG00000221829.8	0.96	3.71	1.43	4.44	9.51	0.37	1.24	1.51	1.38	4.63	2.94	2.54
ENSG00000221838.8	0.63	0.55	0.5	0.46	0.57	0.69	0.27	0.95	0.46	0.37	1.68	0.46
ENSG00000221855.1	0.56	0.52	0.56	0.97	2.72	0	0	0.31	0.16	0.56	2.35	0.58
ENSG00000221866.8	0.23	0.44	0.69	0.82	0.49	0.29	0.11	2.94	0.17	0.23	1.07	0.3
ENSG00000221869.4	24.5	26.07	29.2	21.12	15.41	17.77	24.03	13.49	16.18	17.06	22.5	20.97
ENSG00000221874.4	1.05	1.26	0.63	0.63	0	0.17	0	0.68	1.1	1.34	0.02	0.36
ENSG00000221879.3	0	0	0	0	1.02	0	0	0	0	0	0	0
ENSG00000221883.2	0.94	1.83	1.04	0.73	0.61	1.23	0.38	0.77	0.68	0.37	0.69	0.8
ENSG00000221909.2	3.44	2.75	2.04	3.22	3.37	3.72	3.27	4.18	3.33	3.66	2.07	2.38
ENSG00000221914.7	35.9	25.48	36.3	44.36	44.56	38.37	45.04	23.16	35.49	56.81	40.37	22.19
ENSG00000221923.7	4.31	5.86	3.21	3.32	11.4	1.82	2.36	4.64	2.13	4	4.49	2.93
ENSG00000221926.10	5.06	6.98	1.9	1.58	3.33	0.72	1.01	3.81	2.05	0.63	1.46	1.41
ENSG00000221937.4	10.67	8.79	7.3	17.97	3.11	4.74	1.36	1.8	3.88	1.27	5.69	30.07
ENSG00000221944.4	14.85	9.71	6.97	7.75	10.41	6.07	5.84	7.09	4.88	6.28	8.36	10.16
ENSG00000221946.6	0.11	0.06	1.03	1.42	0	0	0.11	0	0	0	0.98	0.33
ENSG00000221947.6	1.93	1.11	1.76	2.24	2.38	0.49	0.29	0.51	0.87	1.52	2.65	1.77
ENSG00000221957.7	0.24	3.02	0.13	5.07	3.88	0.25	0	0	0.6	2.37	1.42	6.63
ENSG00000221962.4	10.53	14.5	9.91	10.57	13.76	4.09	0.61	2.96	2.19	8	42.88	19.28
ENSG00000221963.5	36.39	46.76	37.16	25.1	47.87	172.6	141.22	135.72	140.66	153.16	61.54	46.86
ENSG00000221968.7	5.91	1.12	1	0.42	2.03	0.32	0.57	5.91	0.75	0.74	5.9	2.01
ENSG00000221970.1	6.35	2.48	3.27	2.6	11.91	0	1.28	0.9	0.59	2.2	1.5	2.23
ENSG00000221971.3	0.96	0.84	0.51	0.73	0.07	0	0	0.23	0.24	0.14	0.8	1.18
ENSG00000221978.10	29.75	37	26.71	31.6	43.06	17.89	14.83	19.02	13.71	23.36	32.83	22.7
ENSG00000221983.6	709.6	861.32	788.8	653.09	821.97	968.66	834.88	881.1	1014.71	813.76	450.64	805.32
ENSG00000221988.11	1.35	3.76	5.02	7.71	3.79	0.23	2.05	0.52	0.67	3.13	4.55	1.24
ENSG00000221994.9	3.85	1.71	2.71	2.06	4.54	0.95	0.56	0.42	0.89	1.25	1.31	3.4
ENSG00000221995.5	1.97	1.15	2.06	3.08	1.32	0.83	0.6	1.55	0.54	1.73	5.89	1.6
ENSG00000222004.6	0.58	0.82	1.01	1.15	1.76	0.7	0.35	1.22	0.45	0.83	0.29	0.67
ENSG00000222005.7	0.21	0.43	0.19	0.54	1.18	0	0	0	0	0.1	0.33	0.09
ENSG00000222009.7	0.64	0.89	2.08	0.9	1.87	0.63	0.39	2.25	0.45	0.81	1.42	0.51
ENSG00000222011.7	11.53	14.52	10.85	10.8	10.74	5.1	2.63	6.18	4.84	4.35	12.51	12.63
ENSG00000222020.2	1.85	2.24	1.51	1.7	2.17	0	3.79	0.97	1.05	2.63	0.95	2.03
ENSG00000222037.5	0.52	1.03	0	5.42	2.38	2.36	0.93	0	0.57	0	0.75	3.76
ENSG00000222041.9	47.54	37.7	54.63	32.71	50.28	86.75	62.97	68.52	69.45	56.03	81.94	55.22
ENSG00000222046.2	2.13	1.51	1.78	2.6	2.49	0.63	1.06	1.68	1.14	0.56	3.15	1.29
ENSG00000222067.1	0	0	1.36	2.22	16.99	11.31	0	0	0	4.37	7.18	1.9
ENSG00000222069.1	2.59	0	1.18	1.31	0	0	0	0	1.14	0	0.74	0.53
ENSG00000222078.1	0	1.4	0.54	1.77	3.17	0	0	0	0	1.68	2.99	0.73
ENSG00000222094.1	0	4.14	0	0	0	0	0	0	0	0	4.98	0
ENSG00000222112.1	53.4	70.25	71.81	46.43	25.64	34.98	29.2	11.89	34.05	18.93	79.32	39.8
ENSG00000222145.1	0	0	0	4.38	0	0	0	0	0	0	0	0
ENSG00000222162.1	2.63	1.03	1.6	1.34	4.79	0	0	0	0	0	0.75	1.08
ENSG00000222164.1	0	2.06	0	0	2.33	0	0	0	0	0	0	0
ENSG00000222179.1	0	0	0.99	1.64	0	3.14	5.72	0	1.45	4.64	0	2.01
ENSG00000222210.1	0	0	0	0	1.84	0	0	0	0	0	0	0
ENSG00000222276.1	3.35	3.4	2.48	0	6.57	0	0	0	0	0	0	3.56
ENSG00000222328.1	0	2.95	0	0	5.78	0	0	0	3.07	0	8.14	0
ENSG00000222352.1	1.58	1.5	0.95	0	0	0	4.04	6.96	0	0	0.8	2.42
ENSG00000222375.1	0	2.31	0	0	3.18	0	0	0	0	0	0.57	0
ENSG00000222385.1	0	0.47	0.74	0.62	0.55	0	0	0	0	1.15	0	1.5
ENSG00000222389.1	0	0	0	0	0	0	0	0	0	0	4.5	0
ENSG00000222445.1	3.26	8.67	1.07	4.16	4.27	2.04	4.99	4.28	0.51	1.1	8.03	0.48
ENSG00000222448.1	0	0.99	0	0.64	0.58	2.26	0.9	0	1.11	0	1.45	0.52
ENSG00000222460.1	0.51	0	0	1.29	0	0	0	0	0	0	2.91	0.52
ENSG00000222465.1	9.45	0	3.5	0	0	0	0	0	0	0	0	0
ENSG00000222489.1	189.91	532.86	179.2	391.83	237.52	493.55	146.77	140.79	294.83	252.67	38.16	255.15
ENSG00000222501.1	1.49	3	2.23	5.47	4.72	0	0	0	0	0	3.98	1.55
ENSG00000222594.1	0.58	0	0.88	2.2	0.66	0	6.15	0	1.28	2.75	0	1.79
ENSG00000222630.2	5.97	0	1.62	5.51	0	0	0	1.65	0.89	2.64	10.45	2.53
ENSG00000222640.1	0	0	0	0	0	0	4.61	0	0	0	0	0
ENSG00000222650.1	0	4.98	0	0	0	0	0	0	0	0	0	0
ENSG00000222678.1	0	0	0.47	0	1.4	0	0	0	0.69	0	0	1.91
ENSG00000222714.1	0	0	0.43	0	0	0	0	0	0	1.33	0	0
ENSG00000222726.1	15.09	5.14	0	0	0	0	0	0	0	12.21	0	0
ENSG00000222898.1	0.46	0.45	1.75	1.76	2.1	0	0.82	0	0	0	0	3.31
ENSG00000222942.1	0	1.14	0.88	0.73	0	0	0	2.78	0	0	0	1.19
ENSG00000222973.1	0	0	0	0	3.36	0	0	23.42	0	0	0	3.66
ENSG00000222976.1	0	0	0	0	0	0	0	0	0	0	1.01	0
ENSG00000223006.1	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSG00000223027.1	0	26.63	0	0	0	0	0	0	0	0	0	0
ENSG00000223039.1	0.53	1.6	0.4	0.67	0.6	0	1.87	0	0	2.49	0	1.08
ENSG00000223040.1	0	0	0	0	0	0	0	3.81	0	0	1.06	0
ENSG00000223042.1	0	0.57	0	0	0.66	0	0	0	0	1.38	0.83	0
ENSG00000223075.1	4.86	0	0	0.77	0.69	0	0	0	0	0	16.41	0.63
ENSG00000223111.1	0	2.71	0	0	2.68	0	0	0	0	6.43	0	0
ENSG00000223117.1	7.78	7.18	8.26	11.08	7.94	3.71	0	7.84	2.36	3.06	8.1	6.24
ENSG00000223118.1	0	0.52	0	1.35	1.81	0	0	2.5	0	0	0	0
ENSG00000223145.1	0	1.02	0.79	0	0.59	0	0	0	0	1.22	0.74	1.07
ENSG00000223282.1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000223305.1	0.91	1.34	0.7	0	0	0	0	0	0	0	3.27	1.41
ENSG00000223336.1	3.54	10.78	7.85	0	0	0	0	0	0	0	13.16	0
ENSG00000223343.1	0	0.47	0.22	0.16	0.18	0	0	1.17	0	0	0.45	0.14
ENSG00000223345.3	0.4	0.22	1.29	0	0	0.34	1.84	0	0.65	1.11	1.07	0.42
ENSG00000223350.2	6.03	4.71	3.54	3	8.34	3.32	2.07	0	1.83	2.02	4.18	1.78
ENSG00000223361.5	3.68	2.93	9.45	6.26	3.12	7.22	5.99	3.84	5.33	5.35	6.39	3.95
ENSG00000223374.1	0	0	0.19	0.32	0.57	0	0	1.03	0	0.58	0	0.51
ENSG00000223375.1	0	0	0	2.35	0	0	0	0	0	0	0	0
ENSG00000223379.1	0	0	1.09	0.27	0	0	0	0	0.42	0	0	0.21
ENSG00000223387.5	0.83	0.51	0.18	0.05	0.02	1.66	5.56	1.07	4.68	4.18	0.42	0.16
ENSG00000223390.1	0	0.39	0.28	0.49	0	0	0	0	0	0.63	1.97	0.62
ENSG00000223394.2	0	0	0	0.59	2.1	2	0	0	0	0	0.66	0
ENSG00000223396.2	0.28	0.22	0.56	0.36	0.15	0.2	0.1	0.23	0.06	0.22	1.03	0.23
ENSG00000223401.1	3.85	3.5	16.51	8.61	4.1	4.26	13.31	1.41	6.67	4.51	2.31	6.89
ENSG00000223416.3	3.31	0.87	0	0	2.25	0	0.78	0	0	1.83	0	1.5
ENSG00000223429.1	0.36	0	0.07	0	0.32	0	0	0	0	0	1.06	0.19
ENSG00000223442.1	0.25	0.72	0.38	0	0.29	0.93	0	0	0.26	2.93	4.01	0
ENSG00000223443.2	2.5	4.45	0.25	2.04	3.21	0.51	0.07	0	0.39	0.47	0.39	1.05
ENSG00000223450.1	5.31	4.82	4.08	3.21	9.01	1.44	1.27	4.66	1.53	3.34	4.62	4.39
ENSG00000223459.5	0.36	1.15	0.21	0.12	0.31	0.1	0	0	0.26	0.55	0.66	0.39
ENSG00000223461.1	3.52	3.2	3.89	1.84	0.9	0.52	1.39	3.05	2.04	2.15	1.12	2.86
ENSG00000223462.2	0.53	0.26	1.02	2.09	0.93	0	1.92	0	0.28	0.62	3.1	0.27
ENSG00000223467.2	0.26	0	0.39	0.34	0.3	0.96	0	1.07	0.27	0	0.75	0
ENSG00000223473.2	5.08	7.36	5.69	8.19	10.17	1.39	1.38	8.68	3.1	3.33	9.88	5.33
ENSG00000223476.1	2.96	4.13	3.24	1.09	0.97	1.81	0	0	0.92	0	1.83	1.31
ENSG00000223478.1	3.58	3.09	0.79	0.68	1.8	2.96	1.55	3.43	2.28	0	1.5	0.88
ENSG00000223482.6	44.01	55.73	22.97	55.39	48.98	30.78	41.68	12.97	35.73	48.21	60.05	24.53
ENSG00000223495.2	0.52	0	0	0.66	1.19	0	2.12	0	0	0	0	0
ENSG00000223496.2	7.75	7.52	5.05	6.14	10.57	2.41	2.42	4.9	3.43	5.29	11.78	5.51
ENSG00000223500.1	0.66	0.26	0.21	0.37	2.01	0	0	0	0.11	0	0.57	0.4
ENSG00000223501.7	33.47	57.45	28.4	30.44	28.34	19.84	26.26	29.64	16.53	26.17	47.66	29.85
ENSG00000223503.1	0.13	0	0.2	0	0	0	0	2.97	0	0	0.19	0.26
ENSG00000223505.2	0	0	0.36	1.22	3.82	0	0.85	0	1.05	0	1.37	1.47
ENSG00000223508.5	0.54	1.18	1.77	0.3	1.87	1.43	0.42	0.96	0.92	0.67	1.29	2.38
ENSG00000223509.7	17.45	17.16	10.64	11.24	30.72	14.21	9.6	9.44	6.53	9.87	28.73	9.54
ENSG00000223511.4	5.48	6.2	3.23	1.07	5.89	0	0	4.32	0.51	0	3.97	0.94
ENSG00000223513.1	0	0	0.88	0	0	6.62	0	0	0	0	0	1.21
ENSG00000223516.1	1.47	0.24	0	1.61	0	0	0.89	0	0.26	0	0.72	0.25
ENSG00000223519.6	2.87	1.9	0.25	0.74	0.44	2.29	0.88	0.61	0.75	0.62	2.39	1.6
ENSG00000223522.1	3.96	3.65	5.37	3.2	5.19	2.1	1.03	1.78	1.77	3.28	10.46	4.7
ENSG00000223525.1	112.22	98.54	117.41	143.23	132.97	48.2	58.06	49.81	48.87	96.94	114.27	94.36
ENSG00000223529.1	1.25	1.04	0.85	0.46	1.8	1.2	0.62	1.09	1.2	0.23	1.64	0.62
ENSG00000223534.1	16.32	6.39	3.01	5.67	24.53	15.66	5.25	0.68	7.28	17.44	0	1.73
ENSG00000223544.1	0.02	0	0	2.38	0	0	0	0	0.1	0	0	0
ENSG00000223546.5	2.74	4.18	2.56	1.05	2.68	0	0	2.46	1.28	1.21	4.3	2.18
ENSG00000223547.8	11.9	15.61	14.84	10.35	9.72	8.64	12.03	3.87	6.88	5.98	8.42	12.67
ENSG00000223549.1	0.04	0.73	0.61	0.28	0.05	1.14	3.35	1.39	1.95	4.68	1.33	1.11
ENSG00000223551.1	99.22	64.05	72.07	102.13	131.85	98.75	72.95	76.7	56.97	76.1	85.21	80.34
ENSG00000223552.1	0.13	0.24	0.49	0.17	0.75	7.22	5.79	4.01	6.74	2.98	0	0.79
ENSG00000223561.5	1.36	0.35	0.74	0.98	0.93	0.63	0.12	0.13	0.07	0.48	0.05	0.07
ENSG00000223576.2	0	0.47	0.75	0.64	0.28	0	0	1.02	0.26	0.57	0.36	0.25
ENSG00000223583.1	0.18	0.84	1.22	1.63	2.26	1.22	1.27	0	0.54	0.82	1.8	0.55
ENSG00000223599.1	5.72	1.6	2.57	2.81	2.93	0.64	0.28	0.39	0.56	1.2	1.98	1.99
ENSG00000223609.6	96.37	570.01	156.3	215.76	67.95	404.87	668.8	398.78	605.86	183.03	2.77	258.52
ENSG00000223612.3	0	0	0	0	0.28	0	0	2.1	0	0	0	0
ENSG00000223625.1	0	0	0	0	0	0	0	0	0	0	0	2.6
ENSG00000223638.3	2.19	0	0.05	0	0.24	0.65	0	0	0	1.65	0	0
ENSG00000223642.6	6.99	3.6	12.54	12.93	7.59	6.99	3.07	3.28	4.64	6.94	8.58	47.78
ENSG00000223648.3	0.52	2.24	4.18	0	1.21	0.97	0	0	0	3.64	6.04	3.74
ENSG00000223650.1	0.62	0.41	0.55	0.36	1.26	0.08	0.19	0	0.03	0.18	1.62	0.35
ENSG00000223660.1	0	0.28	0.44	1.87	0.33	1.1	0.52	0	0.61	1.34	1.25	0.89
ENSG00000223668.1	1.6	0.96	0.64	1.06	3.44	0.91	0.97	0.74	1.11	0.57	2.8	0.96
ENSG00000223692.1	0	0.25	0	0	0.31	0	0	0	0	0	1.53	0
ENSG00000223697.3	6.88	2.47	3.73	2.14	2.27	4.39	4.07	0.39	1.96	0.94	7.05	6.06
ENSG00000223704.1	2.72	2.07	1.37	0.96	2.86	0.32	0.28	0.22	0.26	0.56	4.7	0.83
ENSG00000223705.8	8.96	8.53	6.75	6.03	7.34	2.72	1.8	5.03	2.74	4.39	11.75	5.08
ENSG00000223711.1	0	0	0.29	0	0.11	0	0	0	0.26	0	1.09	0
ENSG00000223722.3	0	0.58	0.92	0.78	0	0	2.15	0	0.37	0	0.43	0.62
ENSG00000223724.1	1.92	0.96	0.97	1.18	1.4	1.38	0.7	0.6	0.82	1.42	1.95	0.93
ENSG00000223725.5	1.34	3.84	0.72	1.54	1.35	0.6	1.81	1.39	0.71	1.42	0.86	1.55
ENSG00000223745.6	14.51	11.45	16.84	17.18	17.79	6.15	3.94	10.31	6.93	9.15	27.69	14.76
ENSG00000223750.1	0.06	0.32	0.96	0.31	0.4	0.18	0	0.64	0.17	0.26	1	0.23
ENSG00000223754.1	0	0.16	0.26	1.6	0	0	0.31	0	0	0	0.25	0
ENSG00000223756.5	1.96	3.56	2.11	2.13	2.39	0.45	0.93	0.94	0.53	2.49	4.12	1.32
ENSG00000223768.1	2.97	4.99	1.27	0.98	3.41	2.24	2.44	1.63	1.05	2.02	3.48	1.65
ENSG00000223773.5	4.88	10.82	3.72	7.33	12.75	0.6	1.41	2.69	2.99	3.62	12.8	6.13
ENSG00000223787.2	1.67	0.41	0	0.54	0	0	0	0	0.45	0	0.6	0
ENSG00000223797.4	0.6	1.56	2.45	1.66	1.7	1.46	0.73	0.38	0.33	0.69	1.33	1.33
ENSG00000223799.1	12.94	14.14	18.69	14.51	8.8	11.95	17.32	10.3	12.74	11.29	10.49	12.67
ENSG00000223804.4	19.84	15.8	21.7	37.45	20.07	31.69	7.29	86.04	20.41	55.45	6.55	16.62
ENSG00000223808.1	0.49	0.69	2.55	1.8	1.58	0	0.22	0	0.25	0.85	0.36	0.76
ENSG00000223820.5	0.15	0.77	0.05	0.04	0.04	0	0.05	2.25	0.03	0.48	0.09	0.09
ENSG00000223821.1	0	2.08	0.27	0.46	0	0	0	0	0	0	0.52	1.84
ENSG00000223828.1	0.84	0	1.27	0	0.93	0	0	0	1.87	2	4.68	6.05
ENSG00000223842.1	5.01	3.66	3.27	5.8	1.54	0.78	1.01	1.65	1.17	2.17	10.71	3.54
ENSG00000223849.1	0	0	0	0	4.26	0	0	0	0	0	0	0
ENSG00000223861.1	1.2	0.19	0.31	0	0.7	0	0	0	0.42	0	0.29	0.62
ENSG00000223864.1	0.11	1.61	0.35	2.9	6	0	1.44	2.21	0.11	1.06	0.33	2
ENSG00000223865.9	95.3	52.85	68.66	40.14	53.49	155.3	91.87	128.27	93.57	94.37	119.52	40.47
ENSG00000223878.1	0.61	1.17	2.21	1.35	0.96	0	1.48	0.83	0	1.44	5.09	0.64
ENSG00000223881.1	0	0	0.29	0	0.86	1.53	0	0	0	0.88	1.62	0.38
ENSG00000223891.4	3.65	4.76	5.71	7.33	5.92	5.49	6.83	7.01	7.17	2.08	4.89	5.27
ENSG00000223905.1	1.38	0.12	0.19	0	0.29	0	0	0	0	0	0	0.13
ENSG00000223907.1	1.19	1.2	0.75	0.93	1.84	0.45	0.41	0.5	0.22	0.75	1.71	0.9
ENSG00000223908.5	0	0.57	0	0	0.65	0	0	0	1.27	0	4.1	0.59
ENSG00000223914.1	0	0	0.17	0.29	0.26	6.55	4.38	4.84	4.51	1.91	0	0.6
ENSG00000223918.1	1.66	0	1.24	0	1.73	0	0	0	0	0	0	1.73
