id	sample_12_SRR988499_PE	sample_10_SRR988501_PE	sample_8_SRR988503_PE	sample_6_SRR988505_PE	sample_4_SRR988507_PE	sample_11_SRR988500_PE	sample_9_SRR988502_PE	sample_7_SRR988504_PE	sample_5_SRR988506_PE	sample_3_SRR988508_PE	sample_2_SRR988509_PE	sample_1_SRR988510_PE
Group	Pre-challenge	Pre-challenge	Pre-challenge	Pre-challenge	Pre-challenge	Post-challenge	Post-challenge	Post-challenge	Post-challenge	Post-challenge	Unchallenged control	Unchallenged control
ENSG00000213967.9	0.79	1.68	1.31	2.03	2.44	1.46	1.32	1.77	1.57	1.13	1.43	1.51
ENSG00000213970.3	3.48	2.39	1.34	0.98	0.87	1.85	0.9	1.04	0.26	2.33	0.73	1.29
ENSG00000213971.6	11.14	13.26	6.59	6.68	10.64	2.91	1.4	8.36	2.38	4.33	15.3	8.58
ENSG00000213976.4	3.42	3.45	0.77	0.75	0.39	1.01	1.26	2.06	0.87	0.68	1.62	1.44
ENSG00000213977.6	2.7	1.71	2.06	4.84	1.19	0.42	2.69	1.87	1.24	1.37	2.62	2.99
ENSG00000213981.7	0.82	0.93	0.47	0.88	1.59	0.37	0.21	0	0.23	0.55	0.87	1.28
ENSG00000213983.10	209.75	157.54	120.94	134.45	195.38	66.31	114.23	125.19	79.12	138.21	188.71	99.59
ENSG00000213988.8	8.94	12.13	7.09	7.89	7.93	1.38	6.98	3.68	3.49	4.64	14.61	6.86
ENSG00000213995.10	5.66	2.81	5.56	6.69	8.78	5.46	4.33	3.69	4.4	7	6.14	5.01
ENSG00000213997.3	1.62	1.53	0.08	0.29	0	0	0.39	0	0.22	0.25	0	0.22
ENSG00000214013.8	33.23	13.53	15.23	16.06	21.23	17.22	6.47	20.65	5.06	10.76	15.83	16.45
ENSG00000214018.3	0.36	0.22	0.23	1.29	0.35	0.37	0.22	0.23	0.18	0	0.35	0.31
ENSG00000214021.14	20.89	21.35	11.73	13.46	24.4	10.03	8.72	4.03	11.53	9.56	16.23	11.12
ENSG00000214022.10	20.12	32.81	20.94	16.99	15.21	6.92	10.49	23.9	7.54	13.13	25.9	12.78
ENSG00000214026.9	6.61	10.74	6.94	4.14	11.28	6.36	8.37	15.86	7.86	6.43	6.16	5.54
ENSG00000214029.4	1.68	3.08	2.04	2.33	3.23	0.73	0.87	1.55	0.7	1.41	4.27	1.85
ENSG00000214046.7	12.13	11.49	9.51	7.99	11.63	10.68	8.59	4.31	7.58	8.64	11.54	10.48
ENSG00000214062.5	3.31	5.96	2.49	2.68	3.78	3.26	1	4.31	2.46	1.03	2.93	3.45
ENSG00000214063.9	0.91	0.9	1.28	0.74	1.24	1.37	0.82	1.15	0.24	0.59	1.93	0.95
ENSG00000214070.3	0.21	0.2	0.54	0.47	1.56	0	0	0.27	0	0	0.1	0.36
ENSG00000214078.10	104.94	124.66	115.29	73.58	99.98	77.92	88.07	91.34	77.63	101.98	119.48	78.21
ENSG00000214087.7	3.92	1.57	2.38	1.46	2.27	1.73	1.09	3.86	1.19	4.53	5.08	1.13
ENSG00000214093.3	0	0.22	0.89	0.3	0	0	0	0	0	0	1.35	0.24
ENSG00000214106.6	8.7	11.21	9.09	7.89	8.38	6.69	7.06	8.32	7.28	10.21	10.41	6.65
ENSG00000214113.9	9.9	4.15	6.33	7.4	9.05	1.97	0.94	14.93	4.36	4.27	6.58	5.37
ENSG00000214114.7	12.88	14.97	18.02	18.61	15.6	21.42	21.16	21.92	16.89	19.65	10.91	16.66
ENSG00000214124.3	2.61	1.31	3.91	0	0	0	0	0	0	0	0	1.35
ENSG00000214128.9	0.84	0.52	0.98	0.66	1.49	0	0.34	0	0.15	0.3	1.61	0.46
ENSG00000214135.7	14.02	17.26	16	14.24	22.62	5.52	6.47	6.43	6.03	10.14	30.16	14.81
ENSG00000214140.9	0.52	1.49	0.79	1.03	0.66	0.22	0.42	0.13	1.01	1.51	3.07	1.23
ENSG00000214145.5	6.63	6.81	5.74	7.96	6.85	1.12	1.89	1.53	1.71	1.35	10.35	3.51
ENSG00000214160.8	12.53	14.52	17.62	16.14	14.23	8.42	9.13	20.68	10.56	19.81	19.04	11.2
ENSG00000214174.7	0.94	1.22	1.45	1.16	0.81	1.19	1.24	1.67	0.74	0.82	1.65	0.75
ENSG00000214176.8	16.28	27.88	25.11	22.1	12.45	14.13	17.57	14	14.33	13.2	20.25	12.25
ENSG00000214182.5	4.37	4.12	2.72	2.45	4.8	1.19	1.2	5.09	1.21	1.57	2.95	2.79
ENSG00000214184.3	0.63	0.15	0.12	2.09	0.57	0	0	0	0.32	0.37	0	0.16
ENSG00000214188.8	0.69	1.26	2.06	3.62	2.39	1.18	0.45	0.16	1.73	0.8	1.8	1.97
ENSG00000214189.7	2.98	2.92	2.56	1.92	3.32	1.46	1.19	2.5	1.1	2.65	3.77	2.69
ENSG00000214190.2	0	0	0.22	0	0	0	0	0	0	1.01	0.21	0.3
ENSG00000214192.3	0.52	0	0.39	0.35	0.62	0	1.4	0	0.27	0.64	0	0.53
ENSG00000214194.7	6.63	8.54	5.27	4.27	8.75	6.98	11.85	10.52	5.75	5.68	10.31	5.84
ENSG00000214195.4	3.24	0.8	0.61	2.02	0.9	0	0	0	0.9	1.93	0	0
ENSG00000214198.6	2.87	0.31	0.97	2.04	0.48	0.46	0.09	0.61	0.32	0.28	1.45	0.48
ENSG00000214199.3	0.1	0.14	0.08	0.07	0.41	0	0	1.02	0.15	0.12	0.07	0.11
ENSG00000214203.4	2.16	0.65	1.07	0.8	3.37	0.32	0.18	0.76	0.79	0.46	1.6	1.02
ENSG00000214210.4	0.18	1.08	0.37	0.31	0.55	0	0	0.34	0.07	0.41	1.22	0.42
ENSG00000214212.7	27.59	23.76	20.09	17.86	15.22	31.2	28.09	23.59	22.38	23.77	20.39	29.94
ENSG00000214226.7	1.91	1.57	2.77	0.64	1.9	0	1.89	0.59	0.43	0.88	1.54	0.95
ENSG00000214243.3	5.96	4.03	4.22	3.24	3.28	2.12	2.16	0.81	1.69	1.86	5.06	3.96
ENSG00000214253.7	8.77	10.13	10.97	11.25	15.23	16.49	9.64	21.55	13.36	9.71	8.66	13.33
ENSG00000214262.4	0	0	0	0	0	1.05	0	0	0	0.03	0	0
ENSG00000214273.4	0.78	0.68	0.24	0.26	1.29	0.28	0.42	0	0.65	0.28	0.31	0.66
ENSG00000214274.8	1.95	2.43	2.17	0.72	0.88	0.7	0.19	1.66	0.43	0.25	2.99	2.12
ENSG00000214279.11	3.63	2.33	0.55	1.57	0.74	0.25	0.3	0.13	0.77	0.72	1.28	1.42
ENSG00000214283.4	4.51	2.83	2.56	2.72	1.86	0.68	0.26	0.27	1.22	2.85	7.21	1.34
ENSG00000214290.6	0	0.79	0.4	0	0	0	0	0	0	0	1.24	0.13
ENSG00000214293.7	12.76	4.49	8.18	8.16	14.56	10.21	8.7	6.83	7.57	4.02	8.23	8.56
ENSG00000214300.7	5.56	8.9	8.19	9.75	12.03	1.81	3.8	3.54	3.87	5.81	28.57	6.44
ENSG00000214305.4	5.63	6.58	7.34	3.07	8.21	11.88	5.64	0	3.67	9.65	10.5	0
ENSG00000214309.4	1.4	0.94	0.55	0.99	0.83	0.14	0.08	0.5	0.85	1.08	0.06	0.5
ENSG00000214322.3	2.76	1.33	0.89	1.82	2.15	0	1.67	0	0.24	0.54	4.71	1.43
ENSG00000214331.7	9.27	10.45	8.62	8.42	10.63	2.51	4.45	5.45	4.76	5.57	18.23	7.6
ENSG00000214354.3	3.96	0.97	2.39	2.33	3.67	0.36	1.74	2.4	2.38	2.24	3.23	1.66
ENSG00000214359.3	3.13	6.63	1.88	2.08	0.2	0.6	0.63	1.4	0.36	3.26	4.85	0.72
ENSG00000214367.6	12.91	12.93	9.15	9.83	15.56	13.36	9.43	8.65	10.03	12.27	11.2	9.82
ENSG00000214376.5	1.11	0.18	0.25	0.49	0.72	0.12	0.04	0	0.2	0.05	0.21	0.31
ENSG00000214401.4	19.38	14.18	4.77	9.04	11.81	14.26	2.02	4.21	8.14	7.35	8.99	6.5
ENSG00000214413.6	36.63	29.11	33.1	33.07	34.87	24.39	17.23	18.08	20.77	25.22	46.49	27.43
ENSG00000214425.5	1.12	29.66	27.9	16.11	50.07	0.28	5.16	12.44	4.98	21.43	32.54	24.33
ENSG00000214435.6	3.73	1.01	0.67	0.39	0.75	0	0.42	0.16	0.15	0.7	0.09	0.47
ENSG00000214439.3	0.45	0.7	0.61	0.63	1.51	0.65	0	0.19	0.34	1.11	0.79	0.71
ENSG00000214455.4	4.08	1.11	1.28	0.97	0.4	0.26	0.76	0	0.98	0.52	2.48	1.5
ENSG00000214456.7	1.96	2.94	4.06	2.62	1.65	3.83	1.79	0.47	1.33	2.64	1.92	4.05
ENSG00000214511.3	0	0	1.09	0	0	0	0	0	0	0	0	0.37
ENSG00000214517.7	8.47	9.98	10.22	8.87	16.6	6.59	10.45	7.01	5.97	5.96	10.02	8.2
ENSG00000214530.6	18.69	10.83	15.91	13.26	16.31	5.51	12.15	10.3	10.7	11.1	5.4	14.14
ENSG00000214535.3	1.9	3.06	0.73	2.06	4.8	3.73	1.71	1.36	4.05	1.48	4.6	2.28
ENSG00000214548.13	0.04	1.4	0.22	0.14	0.27	0.14	0.02	0.11	0.04	0.12	0.47	0.19
ENSG00000214552.4	3.54	2.2	1.93	0.55	1.76	0	0	0	0.42	0.96	1.2	1.56
ENSG00000214559.3	0.56	1.91	0.92	0	0	0	1.19	0	0.33	0.6	1.31	0.25
ENSG00000214562.12	1.39	2.85	0.99	1.62	3.47	1.09	0.43	0.54	1.09	0.76	2.47	0.61
ENSG00000214595.10	1.34	2.35	1.51	2.87	2.02	2.04	5.53	1.13	0.78	1.95	3.45	2.56
ENSG00000214626.2	0.94	1.05	0.37	0.16	0.21	0	0	0.45	0.06	0.14	0.26	0.18
ENSG00000214629.3	0.76	0.8	0.46	0.91	1.1	0.54	0.15	0.33	0.76	0	0.37	0.79
ENSG00000214650.2	0.9	0.84	0.33	0.79	0.13	0	0.1	0	0	0.25	1.33	0.44
ENSG00000214651.4	0.18	0.3	0.92	0.31	1.02	0.7	0.58	0.51	0.72	1.8	1.54	0.47
ENSG00000214652.5	0.39	1.05	0.27	0.58	0.27	0	0.14	0	0.15	0	0	0.68
ENSG00000214654.6	0.89	3.56	1.89	0.86	5.15	0.67	2	0.27	1.59	2.49	1.11	2.49
ENSG00000214655.9	53.79	57.89	42.66	25.95	35.76	29.52	13.76	38.82	24.09	34.71	37.57	41.3
ENSG00000214688.4	1.88	0.69	0.73	1.73	2.33	0.57	0.23	0.31	0.74	1.21	1.57	0.87
ENSG00000214694.9	0.44	0.25	0.86	0.46	0.31	0.13	1	0.57	0.44	0.48	1.09	0.53
ENSG00000214706.9	6.39	5.24	3.06	2.16	8.53	1.93	2.02	4.36	1.56	3.23	3.53	3.15
ENSG00000214717.8	8.61	8.33	6.22	4.42	3.87	4.85	3.02	6.05	3.16	5.65	9.12	5.56
ENSG00000214719.10	3.2	2.99	3.16	2.61	4.99	1.48	3.14	1.35	1.92	2.53	2.92	4.07
ENSG00000214725.6	0	0	0.08	0	0	0	0	2.13	0	0	0	0
ENSG00000214736.6	36.65	50.41	63.9	68.59	53.75	56.91	74.3	54.82	95.04	66.81	29.33	23.03
ENSG00000214753.2	3.59	4.17	6.27	6.62	5.22	1.86	3.76	2.26	3.25	3.21	7.25	2.83
ENSG00000214756.6	14.84	8.59	5.53	14.81	9.64	3.47	1.88	2.35	4.36	8.55	6.47	4.99
ENSG00000214759.3	0	0	0	0	0	0	0	0	0	0	1.17	0
ENSG00000214761.3	0.98	0.14	0.41	0.72	0.18	0	0.27	0	0.3	0.53	1.01	0.39
ENSG00000214765.7	10.75	14.07	8.43	18.25	13.2	4.51	6.19	15.92	5.34	9.78	16.49	13.89
ENSG00000214772.2	0.13	0.12	0.1	0	0	0	0.23	1	0.26	0.3	0.75	0.4
ENSG00000214773.1	0.51	2.49	1.19	1.78	1.49	0.29	0	0	0.6	0.76	1.79	1.07
ENSG00000214783.8	1.54	0.97	1.06	0.46	1.14	0.4	0.65	0.12	0.45	0.21	1.35	0.8
ENSG00000214787.7	2.05	5.06	2.56	2.34	1.01	2.33	4.05	3.07	1.74	1.94	2.88	3.48
ENSG00000214810.4	0	0	0	0	0	0	0	2.6	0	1.3	0	0
ENSG00000214827.8	3.45	1.28	2.4	1.7	3.71	0.48	0.12	8.04	1.02	0.42	1.1	2.3
ENSG00000214837.7	5.71	6.35	4.92	3.74	2.62	3.18	2.74	1.83	1.62	2.17	10.72	3.69
ENSG00000214846.4	8.1	6.73	2.9	2.01	4.11	3.31	4.07	2.45	1.77	2.92	6.43	7.64
ENSG00000214851.4	7.9	6.4	2.73	4.56	10.42	0.17	0.93	2.01	0.64	2.71	12.35	9.71
ENSG00000214872.7	0.35	1.11	0.83	0.27	0.23	2.91	7.16	2.37	6.13	3.58	2.33	0.74
ENSG00000214889.3	0.3	1.02	0.02	0.19	0	0	0	0	0	0	0	0.32
ENSG00000214894.5	2.09	2.33	2.15	4.2	1.13	1.22	1.17	0.81	0.82	1.51	4.32	4.16
ENSG00000214900.7	3.55	8.08	3.67	4.33	6.03	2.09	2.38	1.27	1.6	1.42	8.82	3.41
ENSG00000214914.3	0	0.21	0.17	0.88	0	1.61	0	0	0.23	0	0.32	0.69
ENSG00000214917.3	0.32	1.12	0	2.5	0.76	0	1.73	1.39	0.34	0.75	2.8	3.31
ENSG00000214922.8	7.1	11.54	7.99	6.87	9.43	7.14	7.98	7.23	5.87	7.99	7.98	8.31
ENSG00000214940.7	5.54	4.59	5.98	9.24	0.32	3.5	0.78	0	4.78	0	5.92	2.92
ENSG00000214941.6	7.73	3.71	3.03	5	9.44	4.2	6.94	6.42	3.28	3.16	6.77	4.5
ENSG00000214954.7	2.09	4.4	1.72	2.09	18.87	1.31	0.83	2.97	0.69	6.59	5.02	4.74
ENSG00000214967.5	22.13	23.33	11.16	8.26	24.48	5.16	7.03	27.3	6.75	8.62	24.81	8.98
ENSG00000214975.4	3.76	3.45	0.8	2.53	3.46	0	0.68	0.82	1.63	2.36	3.79	2.5
ENSG00000214998.2	0.6	1.3	0.75	1.56	0.93	0	0.33	0.23	0.42	0.85	1.07	1.51
ENSG00000215012.7	3.27	3.07	1.61	3.14	1.69	1.16	1.01	0.55	1.06	1.53	6.28	1.61
ENSG00000215014.4	0.35	0.4	0.47	0.67	0.5	0.39	0.26	2.89	0.35	0.3	0.16	0.6
ENSG00000215018.8	1.72	2.18	1.17	1.33	1.26	0.18	0.52	0.22	0.91	1.31	1.05	1.12
ENSG00000215021.7	46.73	46.95	29.23	27.51	52.44	23.29	19.64	49.47	20.65	28.07	36.13	34.53
ENSG00000215022.6	6	3.08	2.36	4.86	1.19	1.72	2.13	3.01	0.91	1.54	4.62	1.64
ENSG00000215030.5	0.14	0.42	1.61	0.22	0.17	0.48	0.28	6.87	0	0.34	0.22	0.64
ENSG00000215032.2	0.99	1.44	0.36	1.13	1.59	0.37	0.29	0.75	0.2	0.15	1.51	1.28
ENSG00000215039.5	13.06	11.66	9.81	15.4	23.75	4.77	7.53	14.88	5	8.66	28.78	14.21
ENSG00000215041.8	1.3	4.63	0.83	0.53	2.18	2.21	1.41	0.45	0.98	1.71	5.18	2.65
ENSG00000215067.8	13.32	6.91	7.16	6.12	9.75	3.71	7.98	1.22	6.89	5.19	17.77	4.97
ENSG00000215068.6	5.05	7	5.49	6.36	6.21	7.84	2.9	3.05	4.15	6.21	12.99	5.22
ENSG00000215114.6	73.76	42.26	48.23	45.79	30.36	47.15	31.26	33.75	41.87	37.2	42.68	57.1
ENSG00000215126.9	23.99	14.95	10.92	15.67	14.42	24.9	9.05	13.53	10.95	15.95	10.29	12.65
ENSG00000215154.5	4.04	4.7	6.41	8.25	6	3.46	4.06	2.67	3.52	4.11	11	3.76
ENSG00000215158.8	26.89	35.34	22.94	31.36	40.7	9.29	10	15.55	7.93	23.75	29.98	34.81
ENSG00000215168.2	0.07	0.2	1.06	0.29	0.08	0	0.13	0	0.22	0.5	0	0.3
ENSG00000215183.4	0	0	0	0	0	0.9	0	3.46	0	0.57	0.7	0.3
ENSG00000215190.7	8.49	6.56	4.26	4.51	9.68	0.64	1.66	4.04	1.19	2.87	5.92	3.45
ENSG00000215193.11	2.31	5.27	2.52	1.93	3.28	1.8	1.7	2.33	2.07	2.84	4.94	3.12
ENSG00000215196.4	0.41	0.78	0.46	0.74	0.52	0.06	0.11	0.08	0.18	0.34	0.74	1.17
ENSG00000215199.3	0.43	0.1	0.17	0	0.51	0.7	0.39	0.42	0.76	0	1.27	0.22
ENSG00000215221.2	0.33	0	0.51	0	3.84	0	0	1.44	0	0.78	0	0.34
ENSG00000215241.3	8.52	9.37	4.45	8.44	2.4	2.23	1.42	0.75	1.64	3.27	3.02	3.67
ENSG00000215244.2	2.73	2.83	2.21	4.23	1.96	0.84	0.75	0	0.68	0.73	4.17	4.49
ENSG00000215251.3	8	7.18	6.29	6.86	7.45	5.94	5.37	8.18	5.64	5.8	6.71	6.88
ENSG00000215252.10	12	25.58	11.96	13.06	28.3	4.77	9.84	15.55	2.67	10.39	16.34	19.2
ENSG00000215256.3	8.86	10.63	10.59	6.1	10.46	5.31	3.43	7.33	3.56	7.04	10.36	8.73
ENSG00000215267.7	0.15	0.28	0.44	0.22	0	0	0.8	0	0	0	0.64	1.56
ENSG00000215271.7	13.47	11.21	8.18	9.69	13.34	5	3.85	6.15	3.8	7.39	13.06	8.72
ENSG00000215284.2	1.28	1.82	0.59	0	1.05	0	0	0	0	0.6	0.94	0.53
ENSG00000215288.4	0.82	1.61	0.33	0.23	0.26	0	0	0	0.1	0.15	0.72	0.12
ENSG00000215301.8	97.59	100.54	117.05	114.31	105.62	117.96	111.61	114.83	97.68	111	92.16	99.69
ENSG00000215302.7	2.42	3.42	6.01	2.14	1.82	1.54	1.97	2.79	0.68	1.69	3.06	5.89
ENSG00000215305.8	13.74	11.75	10.56	12.69	17.15	11.95	7.04	13.6	12.27	10.44	10.67	7.5
ENSG00000215326.3	0	0.41	0.45	0.39	0.34	0.49	0	1.98	1.04	0	0	0.45
ENSG00000215347.3	2.85	0.17	0.13	0.22	0	0.44	0	0	0.08	0	0.73	0.43
ENSG00000215367.9	0.35	0.17	0	2.96	0.41	1.84	0	0.71	0	0	0.61	0
ENSG00000215374.5	1.36	1.31	0.56	1.07	0.85	0.78	0.08	1.34	0.21	0.15	1.93	0.69
ENSG00000215375.5	3.02	7.55	8.07	5.6	4.27	3.48	2.28	3.56	3.53	6.3	8.48	5.43
ENSG00000215386.9	0	0.05	0.01	0.2	0.37	0	0.09	0	0.23	1.01	0.03	0.54
ENSG00000215388.3	3.7	2.53	2.2	2.81	1.71	0.99	0.8	0.48	0.88	1.76	2.97	2.28
ENSG00000215397.3	0.94	2.09	2.61	3.11	1.51	0.1	0	0.38	0.15	0.2	1.4	1.44
ENSG00000215414.4	0	0	0	0	0	0	0	0	0	0	9.06	0
ENSG00000215417.9	5.05	5.06	2.55	4.27	6.8	3.87	3.95	4.16	2.12	4.64	6.43	6.46
ENSG00000215421.8	23.53	15.78	15.48	15.92	20.12	9.44	7.43	12.51	8.22	15.9	19.08	16.55
ENSG00000215424.8	9.12	6.28	6.73	7.9	11.21	2.41	1.56	2.82	1.91	4.01	8.55	5.73
ENSG00000215440.10	7.06	6.1	6.98	6.88	6.47	4.81	4.3	1.17	3.5	4.97	4.8	3.67
ENSG00000215447.6	5.35	5.66	5.17	3.54	11	0.7	1.31	6	1.06	2.43	4.14	2.26
ENSG00000215458.7	8.63	17.76	10.25	3.82	11.23	9.08	21.84	3.06	7.56	16	26.87	9.87
ENSG00000215472.8	0	0.22	0.32	0.3	0	0.56	0.84	1.66	1.08	0	1.12	0.11
ENSG00000215481.7	2.08	0.2	0.5	0	0.58	0	0	0	0	0.11	0.65	0.65
ENSG00000215482.3	1.2	1.15	2.58	2.2	1.12	0.88	0.86	3.97	2.26	0.56	1.4	1.98
ENSG00000215483.7	0.58	0.32	0.45	0.31	0.19	0.1	0	1.06	0.29	0.3	0.95	0.54
ENSG00000215493.3	1.14	0.92	0.8	0.47	2.16	0.23	0.21	1	0.23	0.09	2.36	1.97
ENSG00000215533.7	2.11	2.73	1.6	0.67	1.41	2.08	4.1	2.51	0.73	1.64	1.08	0.53
ENSG00000215559.7	0.11	1.27	6.85	1.53	0.67	0	1.41	1.62	0.48	2.08	11.3	2.32
ENSG00000215580.9	0.91	0	0	0	0	0	0	0	0	0.05	6.53	0
ENSG00000215630.6	6.91	1.84	3.2	5.46	4.59	1.11	0	0	2.55	2.36	12.26	4.39
ENSG00000215695.1	10.73	8.67	10.69	7.93	9.42	9.56	6.99	11.13	5.09	13.09	10.47	8.42
ENSG00000215712.9	1.65	2.94	2.69	2.55	3.25	2.15	1.32	2.85	1.23	1.53	8.95	2.02
ENSG00000215717.5	36.97	20.6	34.91	28.67	23.05	53.65	38.65	40.31	45.85	41.82	28.72	39.12
ENSG00000215769.7	7.38	8.58	8.42	6.14	5.56	8.85	6.68	6.69	6.51	8.35	8.06	4.77
ENSG00000215784.5	0.53	0.94	0.11	0.81	1.11	0.67	0.2	0	0.92	0.57	1.63	0.56
ENSG00000215788.8	12.43	13.92	7.35	7.27	10.24	3.01	5.46	8.05	5	8	10.39	7.44
ENSG00000215790.5	4.93	5.37	3.3	4.74	3.91	1.34	2.21	1.61	1.31	0.92	7.51	4.07
ENSG00000215796.3	0.67	6.83	1.04	0.91	1.51	0.35	0.2	1.69	0.11	0.39	0.57	0.4
ENSG00000215840.3	0.34	0.56	0.52	0.34	0.51	1.35	0.61	0	0.85	0.2	0.75	0.26
ENSG00000215841.3	0.95	0.23	0.99	0	1.47	0	0	0	0	0	1.3	0.95
ENSG00000215845.9	29.5	30.43	21	12.67	32.77	17.65	10.35	17.76	11.11	14.66	16.18	15.58
ENSG00000215867.4	6.34	6.83	5.83	10.64	7	0.68	0.79	6.6	0.38	1.9	7.95	4.92
ENSG00000215874.3	0	0.64	0	0	0	0.45	1.22	1.06	1.64	0.63	0	0.14
ENSG00000215883.8	1.42	1.52	0.83	0.86	1.2	0.22	0.42	0.19	0.37	0.82	1.81	0.65
ENSG00000215908.6	3.05	10.87	5.69	5.9	5.93	1.75	3.59	5.64	2.56	4.1	11.18	4.9
ENSG00000215910.6	0.36	1.47	1.95	0	0	1.35	1.43	0	0.65	0.44	3.74	0
ENSG00000215912.10	0.54	0.63	0.64	1.32	0.44	0.53	0.26	0.61	0.14	0.59	1.46	0.32
ENSG00000216285.5	1.6	3.68	1.81	1.19	1.57	0	0.3	2.96	0.89	1.16	0.56	2.1
ENSG00000216316.1	0.61	1.89	1.19	0.82	0.72	0	0.28	1.83	0.78	0.36	3.15	1.75
ENSG00000216331.1	0	2.41	7.08	2.89	2.41	0	7.59	0	2.63	0	3.06	2.51
ENSG00000216490.3	673.14	617.29	775.26	381.31	546.36	1890.13	1631.81	1451.31	1379.37	1540.03	714.53	633.15
ENSG00000216636.1	1.78	1.37	3.28	2.4	0.65	0	1.62	0	1.24	1.3	2.46	1.62
ENSG00000216676.2	0	1.67	0	4.05	0	0	0	0	7.38	0	2.2	0
ENSG00000216809.1	3.81	3.25	1.7	2.95	4.09	1.34	0.98	1.83	0.89	2.46	3.55	4.25
ENSG00000216813.1	0.31	5.02	2.82	4.38	2.13	0	1.1	1.31	1.3	6.47	3.11	0.95
ENSG00000216863.8	0.9	1.09	2.04	0.83	0.7	0.91	2.38	0	0.84	1.15	1.02	0.82
ENSG00000216895.7	8.55	10.53	5.9	4.1	12.69	1.16	4.76	6.67	4.98	8.37	8.88	7.01
ENSG00000216937.10	12.68	10.3	10.87	10.83	23.97	5.11	5.76	7.12	4.58	10.32	10.23	10.51
ENSG00000216977.1	0.89	0.21	0	0	0	0	0	1.84	0	0	0.98	0
ENSG00000217004.1	5.25	0	1.82	0	1.09	0	0	0	0.52	1.13	0	0
ENSG00000217026.3	0.79	0.5	0.3	0.72	2	0.44	0.48	1.56	0.13	0.92	1.35	0.14
ENSG00000217027.1	1.11	0	0.14	0.25	0.22	0.65	0	0	0	0	0	0.77
ENSG00000217041.1	0.88	0.86	0.67	1.68	1.51	1.89	0	0	0	0	1.9	0.45
ENSG00000217078.1	2.27	3.14	2.49	2.11	2.63	1.29	0	0	0.35	1.53	0.94	5.36
ENSG00000217083.1	2.02	6.01	5.36	9.75	4.97	0	1.22	0	1.17	1.05	7.53	4.41
ENSG00000217120.1	7.43	7.85	6.79	8.1	9.87	0.6	1.78	2.79	2.29	5.12	8.64	7.28
ENSG00000217128.10	45.8	28.22	33.36	44.38	37.07	29.63	16.27	26.98	25.48	23.64	31.72	49.9
ENSG00000217159.2	2.63	3.25	1	0	0	0	0	0	0	0	0	2.71
ENSG00000217165.1	7.82	3.73	4.04	4.57	6.59	3.13	1.91	3.06	3.14	4.91	5.33	4.38
ENSG00000217181.1	0.85	0	0.49	0	0	0.76	0.38	0.87	0	0	2.01	0.44
ENSG00000217195.1	14.86	6.26	5.66	7.41	16.3	2.42	3.77	14.99	5.85	1.26	15.94	4.92
ENSG00000217227.1	1.93	0.91	0.71	0.77	1.95	0	0	0.65	0.85	0.53	3.28	0.71
ENSG00000217231.2	2.46	2.82	2.81	3.13	3.81	1.3	2.82	0	1.45	5.16	6.67	2.15
ENSG00000217239.3	1.97	0	0	0.51	0	0	0	0	0	0	0	1.63
ENSG00000217275.2	0.39	0.76	0.31	0.26	0.23	0	0.71	1.61	1.64	0.46	0.87	0.2
ENSG00000217330.1	11.55	2.14	2.11	1.28	2.64	0.55	0	3.21	0.16	0.38	3.54	1.66
ENSG00000217442.3	0	0	0	0.32	0.28	0	0	0	0	1.01	0	0.25
ENSG00000217488.2	4.11	5.05	2.38	2.52	7.66	0.93	1.76	0	1.86	3.04	15.75	2.12
ENSG00000217512.1	0	0.46	0.19	0	1.97	0.89	0	0	0.25	0.57	0.7	1
ENSG00000217527.1	17.97	5.41	8.61	9.61	24.64	1.14	2.13	0	2.82	4.85	31.29	6.09
ENSG00000217555.11	112.65	139.93	88.26	91.61	117.66	170.12	67.21	107.56	117.7	73.62	57.51	101.43
ENSG00000217624.2	3.11	1.34	1.89	0.73	2.87	0	0	2.53	0.11	1.19	2.24	0.61
ENSG00000217643.1	1.05	1.21	2.11	0.28	2.45	0	0	0.86	0.22	0.98	3.07	1.09
ENSG00000217648.1	0.12	0.11	0	0	0	0	0.56	1.4	0.24	0.14	0.54	0.13
ENSG00000217702.2	0.48	0.97	0.06	1.08	0.75	0	0.29	8.55	0.4	0	0.23	0.17
ENSG00000217783.2	1.88	0.37	0.4	1.06	0.08	0	0.47	0	0.19	0.15	0.1	0.88
ENSG00000217801.8	2.47	8.02	3.43	2.03	5.43	1.8	1.58	1.41	3.02	2.64	4.57	3.72
ENSG00000217835.3	0.08	1	0	0.33	0.38	0	0	0	0.08	0	0.24	0.08
ENSG00000217862.2	1.78	0	0	0	0	0	0	0	1.99	2.13	0	0
ENSG00000217930.6	19.89	12.31	15.34	6.64	16.73	19.2	17.65	22.36	11.16	10.71	18.81	17.25
ENSG00000218018.2	1.11	0.36	0.43	0.06	0.42	0.4	0.31	0	0.26	1.09	0.25	0.31
ENSG00000218052.5	0.47	0	1.03	0.29	1.83	0	0	0	0.93	0.44	0	0.47
ENSG00000218073.1	0.62	1.98	2.88	0.82	2.66	0	0.37	0.85	0.65	0	2.42	3.86
ENSG00000218187.2	0	0	0.21	0.36	1.59	0	0	0	0.58	0	1.2	0
ENSG00000218189.4	0.08	1.03	0.07	0.11	0	0	0	0	0	0.1	0	0.09
ENSG00000218226.1	2.86	6.25	1.6	1.61	3.83	0.51	0.31	1.26	0.58	0.98	6.82	1.49
